"Länskod","Kommunkod","Nivå 1","Nivå 2","Nivå 3","Nivå 4","Totalt, andel svar, procent","Enskild","Offentlig","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"1","182","Enskild","Danvikshem","Demens","Ext Stockholm","40% - 60%","100","0","17","50","25","100","100","50","92","91","67","75","57","x","100","71","67","75","67","45","50","80","71","100","45","100","82"
"1","182","Enskild","Danvikshem","Somatik","","40% - 60%","100","0","30","41","9","95","64","69","87","76","56","73","48","79","93","83","91","88","78","77","42","77","65","80","65","97","87"
"1","182","Enskild","Danvikshem","Somatik","Ext Stockholm","40% - 60%","100","0","30","64","9","100","73","73","64","73","73","70","27","91","91","90","82","89","70","70","45","73","64","64","55","x","82"
"1","182","Enskild","Gammeluddshemmet","","","40% - 60%","100","0","29","42","7","100","77","62","85","92","100","83","56","67","100","92","93","93","60","79","50","92","70","75","77","100","100"
"1","182","Enskild","Gammeluddshemmet","Somatik","","40% - 60%","100","0","43","57","0","x","86","x","71","86","100","x","71","x","100","86","86","86","x","100","71","x","x","x","71","x","x"
"1","182","Enskild","Lillängen","","","60% - 80%","100","0","31","38","19","83","76","71","74","73","64","80","62","67","100","83","91","100","71","74","36","95","59","100","58","95","84"
"1","182","Enskild","Lillängen","Demens","","60% - 80%","100","0","13","13","25","100","75","75","57","75","63","63","x","57","100","71","x","x","x","x","x","x","50","100","63","88","71"
"1","182","Enskild","Lillängen","Somatik","","60% - 80%","100","0","31","44","13","79","73","71","79","69","60","87","79","69","100","86","93","100","71","73","33","100","64","100","50","100","88"
"1","160","Boende i Täby","Broby gård Gruppboende","","","40% - 60%","100","0","18","35","24","100","71","83","69","94","80","69","25","38","100","79","89","83","57","61","38","76","46","82","53","94","89"
"1","182","Enskild","Saltsjöbadens sjukhus","Demens","","40% - 60%","100","0","30","30","9","88","88","80","88","80","70","x","x","71","100","x","75","88","x","25","50","43","x","63","56","100","78"
"1","182","Enskild","Saltsjöbadens sjukhus","Somatik","","60% - 80%","100","0","24","43","10","94","84","71","89","89","65","95","71","85","100","95","100","90","65","58","47","78","53","95","50","93","86"
"1","182","Enskild","Sarvträsk","","","40% - 60%","100","0","28","50","17","100","82","72","76","89","82","82","50","65","100","88","94","94","75","75","63","88","79","94","29","94","89"
"1","182","Enskild","Sarvträsk","Somatik","","60% - 80%","100","0","24","47","12","100","81","71","81","88","81","81","50","63","100","87","94","94","73","73","67","88","79","94","31","93","88"
"1","182","Offentlig","","","","60% - 80%","0","100","31","48","19","92","72","65","60","77","68","67","36","56","93","81","92","85","68","58","42","75","53","84","50","87","84"
"1","182","Offentlig","Nacka Seniorcenter Ektorp","","","60% - 80%","0","100","27","46","20","91","73","67","49","70","60","63","35","46","92","75","89","80","69","47","45","70","53","76","44","91","80"
"1","182","Offentlig","Nacka Seniorcenter Ektorp","Hus 19, plan 5","","80% - 100%","0","100","20","20","10","75","44","44","57","33","20","20","11","22","80","40","70","44","63","40","22","60","38","33","40","86","50"
"1","182","Offentlig","Nacka Seniorcenter Ektorp","Hus 19, plan 7","","60% - 80%","0","100","50","50","25","100","88","63","57","63","75","88","57","63","100","88","100","88","75","57","63","50","x","75","50","x","75"
"1","182","Offentlig","Nacka Seniorcenter Ektorp","Hus 19, plan 8","","60% - 80%","0","100","25","75","25","100","100","71","57","63","57","71","x","43","100","x","88","88","57","x","88","88","x","100","71","x","100"
"1","182","Offentlig","Nacka Seniorcenter Sjötäppan","","","60% - 80%","0","100","34","55","18","97","74","71","94","75","67","77","48","75","97","94","100","97","83","87","39","77","48","100","63","96","94"
"1","182","Offentlig","Nacka Seniorcenter Sjötäppan","Somatik","","60% - 80%","0","100","35","53","19","97","74","70","93","74","66","76","48","77","97","94","100","97","87","86","38","77","50","100","62","96","93"
"1","182","Offentlig","Nacka Seniorcenter Sofiero","","","40% - 60%","0","100","44","33","33","88","75","44","58","78","69","63","19","47","81","67","88","69","50","46","25","85","42","67","35","60","82"
"1","182","Offentlig","Nacka Seniorcenter Sofiero","Somatik","","40% - 60%","0","100","47","40","33","85","69","38","55","80","62","54","7","46","79","60","85","62","56","36","29","80","30","62","27","50","80"
"1","182","Offentlig","Nacka Seniorcenter Talliden","","","60% - 80%","0","100","26","53","16","88","52","68","53","90","76","72","31","69","100","83","95","89","56","59","53","79","64","95","48","80","80"
"1","182","Offentlig","Nacka Seniorcenter Talliden","Demens","","40% - 60%","0","100","25","67","17","90","36","67","38","86","71","69","33","70","100","75","93","100","45","42","30","92","67","100","50","80","77"
"1","182","Offentlig","Nacka Seniorcenter Talliden","Somatik","","60% - 80%","0","100","29","29","14","x","86","71","x","100","86","x","29","x","100","x","100","x","71","x","86","x","x","x","43","x","86"
"1","182","Offentlig","Nacka Seniorcenter Älta","","","60% - 80%","0","100","31","54","8","100","92","64","22","92","92","55","42","46","92","77","85","85","73","45","42","77","67","85","67","x","85"
"1","182","Offentlig","Nacka Seniorcenter Älta","Somatik","","80% - 100%","0","100","31","54","8","100","92","64","22","92","92","55","42","46","92","77","85","85","73","45","42","77","67","85","67","x","85"
"1","183","Bällstahof","","","","40% - 60%","0","100","24","24","18","100","71","75","58","71","81","76","75","87","88","80","73","88","75","60","38","67","46","88","47","81","80"
"1","114","Edsby slott","","","","60% - 80%","100","0","21","39","20","100","84","88","74","78","86","88","55","86","92","91","96","96","70","71","45","86","74","82","46","100","92"
"1","183","Ekbacken Hus H","","","","40% - 60%","100","0","25","35","12","87","63","53","74","85","63","70","65","69","97","91","84","83","62","50","42","70","56","71","47","90","89"
"1","183","Ekbacken Hus K","","","","60% - 80%","100","0","21","39","21","86","60","48","29","74","54","70","29","44","96","78","89","85","42","30","32","62","33","89","46","75","78"
"1","183","Ekbacken Hus F","","","","20% - 40%","100","0","22","44","11","x","50","40","63","60","67","80","50","88","100","89","70","100","50","67","38","89","67","70","20","x","60"
"1","183","Grönskogen","Gruppboende","","","60% - 80%","100","0","50","33","8","90","100","92","64","83","91","92","50","64","92","73","92","83","44","33","17","80","78","73","58","100","92"
"1","183","Grönskogen","Gruppboende","Ext Stockholm","","60% - 80%","100","0","55","36","9","89","100","91","60","91","91","91","44","60","91","70","91","82","44","27","18","78","75","70","64","100","91"
"1","183","Lötsjögården 4","","","","40% - 60%","0","100","24","43","19","83","71","29","31","42","58","55","29","43","95","68","90","75","17","21","30","70","25","81","27","56","81"
"1","183","Solskiftet","","","","40% - 60%","0","100","8","42","17","100","100","92","100","90","100","92","56","88","100","100","100","91","100","83","67","100","75","92","83","100","100"
"1","160","Boende i Täby","Furan Gruppboende","","","40% - 60%","100","0","38","43","50","90","91","86","57","94","93","79","73","91","93","92","93","87","83","71","67","83","78","92","64","90","86"
"1","184","Ametisten VoB","vån. 5","","","60% - 80%","100","0","x","x","x","x","100","100","86","100","86","86","86","x","86","x","100","100","x","71","57","100","86","100","100","x","100"
"1","184","Ametisten VoB","vån. 6","","","60% - 80%","100","0","11","44","22","80","70","50","63","70","50","60","56","67","90","89","80","70","80","60","56","89","50","78","60","x","89"
"1","184","Berga vård och omsorgsboende","","","","40% - 60%","100","0","33","42","21","90","79","53","48","78","63","69","41","57","95","74","84","78","75","54","53","73","40","84","54","89","82"
"1","184","Berga vård och omsorgsboende","vån. 1A2A","","","60% - 80%","100","0","14","x","43","x","100","71","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","100","x"
"1","184","Berga vård och omsorgsboende","vån. 3A4A","","","60% - 80%","100","0","44","33","0","100","75","57","57","86","57","43","38","38","89","67","67","78","88","50","75","89","63","86","38","x","88"
"1","184","Berga vård och omsorgsboende","vån. 4B5B","","","40% - 60%","100","0","43","57","43","x","x","57","x","100","57","86","x","x","100","x","100","71","71","57","x","x","x","86","57","x","100"
"1","184","Berga vård och omsorgsboende","vån. 5A6B","","","40% - 60%","100","0","14","43","0","x","63","50","x","50","29","63","25","50","100","71","88","75","86","71","50","63","13","88","88","x","75"
"1","184","Björkgården VoB","","","","60% - 80%","100","0","25","36","7","67","68","48","64","64","64","72","54","71","100","72","96","85","67","50","17","80","57","81","43","90","86"
"1","184","Björkgården VoB","vån. 2","","","80% - 100%","100","0","29","57","14","x","71","71","x","57","71","x","x","x","100","x","x","x","x","x","x","x","x","71","57","x","71"
"1","184","Björkgården VoB","vån. 3","","","60% - 80%","100","0","42","25","0","60","67","58","60","75","58","73","55","70","100","82","91","83","78","60","27","75","60","83","25","100","83"
"1","184","Björkgården VoB","vån. 4","","","60% - 80%","100","0","0","43","14","x","57","x","x","57","57","x","43","57","100","57","100","100","x","x","0","x","x","x","71","x","100"
"1","184","Frösunda vård och omsorgsboende","","","","60% - 80%","100","0","35","30","9","56","38","47","50","67","58","57","38","59","91","71","90","82","47","42","44","81","53","76","41","88","84"
"1","184","Frösunda vård och omsorgsboende","Demens","","","40% - 60%","100","0","25","38","13","x","29","x","x","x","57","71","x","x","100","x","x","86","x","29","x","x","x","86","38","86","x"
"1","184","Frösunda vård och omsorgsboende","Omvårdnad","","","60% - 80%","100","0","43","29","7","50","46","60","56","58","64","54","46","67","86","64","86","79","50","55","38","70","50","69","46","89","77"
"1","184","Hallen vård och omsorgsboende","","","","40% - 60%","100","0","28","64","12","95","72","55","67","56","60","68","55","52","96","86","96","92","67","52","65","76","68","84","44","93","92"
"1","184","Hallen vård och omsorgsboende","Demens","","","20% - 40%","100","0","14","57","14","x","71","x","x","100","57","57","x","x","100","x","86","x","x","x","57","x","x","86","43","x","86"
"1","184","Hallen vård och omsorgsboende","vån. 2","","","60% - 80%","100","0","22","78","11","x","67","x","86","44","67","78","63","38","100","100","100","89","100","63","63","57","29","78","33","x","89"
"1","184","Hallen vård och omsorgsboende","vån. 3","","","60% - 80%","100","0","44","56","11","100","78","44","67","33","56","67","67","78","89","78","100","89","67","67","75","89","100","89","56","x","100"
"1","184","Oskarsro vård och omsorgsboende","","","","40% - 60%","100","0","25","33","19","73","53","50","50","86","77","53","36","25","81","71","71","76","58","62","40","64","50","75","41","82","80"
"1","184","Oskarsro vård och omsorgsboende","Omvårdnad","","","40% - 60%","100","0","33","42","17","63","60","43","44","78","75","50","44","11","82","70","70","92","57","63","50","50","38","75","42","86","80"
"1","184","Polhemsgården VoB","","","","40% - 60%","100","0","23","24","7","84","60","67","88","63","76","73","38","50","96","68","100","81","57","77","38","85","55","88","39","84","85"
"1","184","Polhemsgården VoB","vån. 1","","","40% - 60%","100","0","44","25","11","75","67","71","88","89","88","78","x","75","100","x","100","100","75","100","38","x","71","78","44","86","89"
"1","184","Polhemsgården VoB","vån. 4","","","40% - 60%","100","0","x","x","x","x","x","57","86","71","x","71","x","x","86","x","100","57","x","71","x","x","x","86","25","71","86"
"1","184","Skoga vård och omsorgsboende","","","","60% - 80%","0","100","30","35","10","100","77","69","91","80","69","74","37","58","93","78","89","83","63","80","36","64","37","81","53","83","84"
"1","184","Skoga vård och omsorgsboende","Demens","","","40% - 60%","0","100","26","26","16","100","89","61","89","95","89","83","43","60","100","86","94","84","71","83","39","71","50","89","63","81","94"
"1","184","Skoga vård och omsorgsboende","vån. 1A","","","60% - 80%","0","100","38","44","11","100","63","75","100","75","50","78","33","50","89","89","86","100","57","x","57","63","x","88","38","x","75"
"1","184","Skoga vård och omsorgsboende","vån. 2A","","","60% - 80%","0","100","29","57","14","100","100","x","x","71","x","71","x","x","x","x","86","86","x","x","43","x","x","86","57","x","x"
"1","184","Skoga vård och omsorgsboende","vån. 3A","","","60% - 80%","0","100","43","29","0","100","57","86","100","57","57","71","29","71","86","86","86","86","x","86","29","71","x","86","71","x","86"
"1","184","Trygghetens VoB","","","","60% - 80%","100","0","43","36","0","71","80","64","71","79","64","53","43","79","93","64","100","71","79","67","29","86","57","80","60","70","80"
"1","184","Trygghetens VoB","Grupp 1","","","40% - 60%","100","0","x","x","x","71","86","57","100","x","71","43","43","71","86","71","100","57","71","57","29","100","57","57","71","x","71"
"1","184","Trygghetens VoB","Grupp 2","","","60% - 80%","100","0","38","25","0","71","75","71","43","100","57","63","43","86","100","57","100","86","86","75","29","71","57","100","50","x","88"
"1","186","Ektorpsgården","","","","40% - 60%","100","0","20","53","20","92","80","79","86","81","75","81","57","69","94","93","88","94","64","80","44","64","50","88","56","85","94"
"1","186","Högsätra","","","","40% - 60%","0","100","22","28","11","82","63","48","23","58","58","50","41","48","85","59","78","75","67","33","32","75","29","65","38","68","52"
"1","186","Högsätra","Plan 3","","","40% - 60%","0","100","30","33","10","86","50","33","13","67","50","44","x","x","89","38","78","63","63","11","22","88","13","80","40","67","40"
"1","186","Högsätra","Plan 4","","","40% - 60%","0","100","0","29","13","71","43","29","25","x","43","50","29","57","75","x","x","71","x","x","x","x","x","29","29","57","38"
"1","186","Högsätra","Plan 5","","","40% - 60%","0","100","33","22","11","88","89","78","x","56","78","56","44","44","89","78","78","89","88","67","50","75","71","78","44","x","78"
"1","186","Nilstorpsgården","","","","40% - 60%","100","0","24","58","18","75","75","53","46","61","61","68","38","42","91","69","79","77","42","31","43","86","26","63","30","80","78"
"1","186","Nilstorpsgården","Avdelning 2","","","60% - 80%","100","0","18","55","0","56","45","55","50","55","55","55","40","18","82","60","64","64","70","20","20","80","27","50","27","80","82"
"1","186","Nilstorpsgården","Avdelning 3","","","40% - 60%","100","0","25","63","25","x","100","43","14","29","63","86","0","x","100","86","88","75","x","25","71","88","x","63","25","x","88"
"1","186","Siggebogården","","","","40% - 60%","0","100","26","38","17","79","61","58","80","54","76","63","40","53","91","71","81","85","53","47","37","62","35","77","35","87","76"
"1","186","Siggebogården","A2 och A3","","","60% - 80%","0","100","46","42","23","67","77","75","78","67","89","83","22","x","100","78","85","100","58","45","25","100","50","77","55","100","77"
"1","186","Siggebogården","A4 och A5","","","40% - 60%","0","100","30","50","30","75","33","40","60","90","90","60","50","29","100","89","90","90","44","30","63","56","29","89","10","89","90"
"1","186","Siggebogården","B-huset","","","40% - 60%","0","100","14","29","0","x","43","43","86","43","71","57","x","43","71","71","71","57","57","57","x","71","x","x","x","x","x"
"1","186","Siggebogården","C-huset","","","40% - 60%","0","100","23","38","23","100","75","75","88","27","45","50","36","45","92","60","92","83","56","44","42","17","18","73","25","78","75"
"1","186","Siggebogården","D-huset","","","40% - 60%","0","100","10","30","0","86","60","44","100","40","89","60","x","71","80","57","60","80","50","60","30","88","50","75","50","75","78"
"1","163","Gabriels gård","","","","40% - 60%","100","0","44","29","0","100","89","67","x","100","86","75","x","x","100","100","100","100","88","38","43","100","x","89","78","88","100"
"1","186","Silverhöjden","Plan 1 Söderås","","","40% - 60%","100","0","0","0","14","100","71","100","x","86","71","x","x","x","86","71","71","71","x","29","0","71","x","86","x","71","86"
"1","186","Silverhöjden","Plan 2 Sofia","","","80% - 100%","100","0","10","32","30","100","80","79","78","74","63","58","28","47","90","69","95","90","42","53","35","83","69","79","40","82","80"
"1","186","Silverhöjden","Plan 3 Carl Milles","","","60% - 80%","100","0","46","54","8","92","79","71","57","71","64","93","50","85","92","83","92","92","67","57","33","85","33","79","50","88","77"
"1","183","Grönskogen","","","","40% - 60%","100","0","35","25","6","92","81","75","60","88","93","88","54","73","94","73","88","81","45","38","20","85","75","80","65","100","88"
"1","186","Villa Agadir","Plan 2","","","60% - 80%","100","0","45","45","18","100","70","100","80","45","36","73","27","91","100","100","100","60","88","56","20","70","30","91","55","100","73"
"1","186","Villa Agadir","Plan 3","","","60% - 80%","100","0","22","63","0","88","78","100","78","56","44","67","38","67","78","89","88","88","57","88","29","63","50","67","44","100","75"
"1","187","Borgmästaregården","","","","60% - 80%","100","0","22","56","22","83","74","53","75","75","55","68","36","47","95","64","83","79","60","58","59","50","38","79","26","79","70"
"1","187","Cyrillus","","","","60% - 80%","100","0","33","47","20","93","88","46","31","44","44","73","14","38","93","77","93","88","69","71","80","67","23","80","53","75","75"
"1","187","Framnäshagen","","","","60% - 80%","100","0","50","38","50","100","63","78","78","89","89","78","57","78","100","100","89","78","67","67","50","67","43","89","44","86","89"
"1","188","Hallstavik","","","","40% - 60%","0","100","34","44","16","94","80","85","89","81","81","82","69","87","99","97","93","99","85","84","30","90","66","94","47","98","92"
"1","188","Hallstavik","August Jansgården","","","40% - 60%","0","100","36","54","7","100","85","92","83","93","100","92","82","100","92","100","100","100","91","80","22","100","80","100","46","100","100"
"1","188","Hallstavik","Elmstagården/Granbacka","","","40% - 60%","0","100","35","32","17","81","70","76","82","61","65","78","57","80","100","90","87","96","73","71","23","77","57","82","48","90","78"
"1","188","Hallstavik","Kristinagården","","","60% - 80%","0","100","33","48","18","100","85","88","97","91","84","81","72","86","100","100","94","100","93","94","38","96","68","100","47","100","100"
"1","188","Norrtälje","","","","40% - 60%","68","32","33","40","22","89","80","72","71","80","71","82","53","68","97","85","91","93","72","68","44","81","63","86","53","93","87"
"1","188","Norrtälje","Balders Båge","","","40% - 60%","100","0","54","63","13","90","76","80","70","68","64","84","48","74","92","92","80","88","70","78","39","74","24","88","35","94","83"
"1","188","Norrtälje","Blidösundsgården","","","40% - 60%","0","100","29","x","14","x","x","x","x","86","x","x","x","x","86","x","x","x","x","x","86","x","x","x","x","x","x"
"1","188","Norrtälje","Eneberg","","","40% - 60%","0","100","38","52","27","89","74","68","52","79","63","88","46","76","97","87","94","94","67","48","38","90","70","72","45","90","85"
"1","188","Norrtälje","Granparkens äldreboende","","","40% - 60%","100","0","33","33","20","95","86","77","90","86","82","90","56","83","100","88","85","90","75","82","50","71","57","89","76","100","95"
"1","188","Norrtälje","Maria Winkvist","","","40% - 60%","100","0","36","32","36","94","83","81","48","78","73","70","36","63","96","78","91","90","70","73","56","78","59","87","52","88","87"
"1","160","Boende i Täby","Höstfibblan Vårdboende","","","60% - 80%","100","0","36","64","36","100","91","91","100","100","73","82","56","80","100","100","100","100","60","60","64","100","38","80","40","x","100"
"1","188","Norrtälje","Vårdbo","","","40% - 60%","100","0","29","33","19","85","87","69","80","90","77","75","52","62","97","77","100","97","78","60","48","81","50","87","55","100","93"
"1","188","Norrtälje","Ängsgården","","","40% - 60%","0","100","32","36","27","89","78","59","57","61","61","77","62","64","100","87","100","91","63","65","27","83","91","87","55","80","78"
"1","188","Okänd utförare","","","","40% - 60%","*","*","38","50","13","x","71","x","57","50","57","88","x","x","100","86","75","100","x","29","43","86","x","100","25","x","57"
"1","188","Rimbo","","","","40% - 60%","19","81","28","47","23","94","87","73","64","83","76","80","54","89","100","91","92","95","82","74","45","82","70","88","54","95","93"
"1","188","Rimbo","Bergshyddan","","","60% - 80%","0","100","35","40","25","100","89","70","53","70","70","75","53","82","100","89","89","94","83","53","35","75","67","90","62","92","90"
"1","188","Rimbo","Birgittagården/Källan","","","40% - 60%","0","100","24","57","21","96","88","71","80","84","70","79","57","88","100","87","92","94","79","83","47","79","77","82","48","95","91"
"1","188","Rimbo","Muraren","","","60% - 80%","100","0","43","43","29","x","86","88","29","100","100","88","50","100","100","100","100","100","x","75","63","100","x","100","50","x","100"
"1","191","Märsta","","","","40% - 60%","0","100","29","26","11","93","71","66","62","49","57","63","48","53","90","73","84","75","62","44","18","62","43","77","50","76","78"
"1","191","Märsta","Arhem","","","40% - 60%","0","100","15","15","15","100","69","58","22","46","58","54","27","36","92","54","79","71","27","23","17","50","33","71","29","64","67"
"1","191","Märsta","Arhem","Arhem Västra","","40% - 60%","0","100","15","15","15","100","69","58","22","46","58","54","27","36","92","54","79","71","27","23","17","50","33","71","29","64","67"
"1","191","Märsta","Ymer","","","40% - 60%","0","100","32","18","14","85","65","38","53","62","53","61","39","47","77","72","85","64","58","33","14","62","33","86","48","76","77"
"1","191","Märsta","Ymer","Ymer Demens","","40% - 60%","0","100","20","20","10","x","67","30","44","56","43","45","29","25","60","43","75","64","67","44","11","56","29","82","45","64","64"
"1","191","Märsta","Ymer","Ymer Somatik","","40% - 60%","0","100","42","17","18","86","64","45","60","67","58","75","45","64","92","91","92","64","50","25","17","67","36","91","50","90","91"
"1","191","Märsta","Ärlinghem","","","40% - 60%","0","100","33","37","7","96","76","92","84","41","61","70","65","64","100","83","88","88","82","65","21","68","54","73","64","86","84"
"1","191","Märsta","Ärlinghem","Ärlinghem Väst","","40% - 60%","0","100","36","36","14","100","79","100","86","36","69","79","75","77","100","69","85","85","83","75","25","77","62","77","64","86","85"
"1","191","Märsta","Ärlinghem","Ärlinghem Öst","","40% - 60%","0","100","31","38","0","91","73","82","82","46","50","62","55","50","100","100","91","91","80","55","17","58","46","69","64","86","83"
"1","191","Sigtuna","","","","40% - 60%","0","100","22","43","26","89","83","52","65","83","65","73","45","58","96","82","91","74","64","48","55","65","23","83","43","88","83"
"1","191","Sigtuna","Hemskogen","","","40% - 60%","0","100","22","43","26","89","83","52","65","83","65","73","45","58","96","82","91","74","64","48","55","65","23","83","43","88","83"
"1","191","Sigtuna","Hemskogen","Hemskogen Demens","","40% - 60%","0","100","29","36","29","91","79","71","71","100","79","71","46","55","100","85","86","79","62","43","55","64","31","93","43","83","79"
"1","191","Sigtuna","Hemskogen","Hemskogen Somatik","","60% - 80%","0","100","11","56","22","88","89","22","56","56","44","75","44","63","89","78","100","67","67","57","56","67","11","67","44","x","89"
"1","192","Lotsen VoB","","","","40% - 60%","0","100","13","33","22","63","71","86","38","100","88","63","x","x","100","100","100","89","29","38","33","71","x","88","44","100","100"
"1","192","Lotsen VoB","Demens avd","","","40% - 60%","0","100","13","33","22","63","71","86","38","100","88","63","x","x","100","100","100","89","29","38","33","71","x","88","44","100","100"
"1","192","Rosengårdens äldreboende","","","","40% - 60%","0","100","16","41","5","100","73","51","79","80","72","76","37","55","93","69","87","93","76","63","48","71","55","74","56","87","88"
"1","192","Rosengårdens äldreboende","Demens avd","","","40% - 60%","0","100","5","33","5","100","55","38","68","71","58","81","29","41","90","56","81","91","56","55","50","61","38","77","36","84","77"
"1","192","Rosengårdens äldreboende","Somatisk avd","","","60% - 80%","0","100","29","50","5","100","90","67","89","89","88","71","44","67","95","83","94","94","94","73","47","81","71","71","76","92","100"
"1","192","Sunnerbo VoB","","","","60% - 80%","0","100","0","41","11","81","63","33","67","67","56","79","29","50","100","88","79","89","82","50","17","75","50","81","39","94","83"
"1","192","Sunnerbo VoB","Demens avd","","","40% - 60%","0","100","0","38","22","86","67","22","88","88","63","89","x","57","100","88","78","100","86","56","13","71","x","88","67","100","100"
"1","192","Sunnerbo VoB","Somatisk avd","","","60% - 80%","0","100","0","44","0","78","60","44","50","50","50","70","13","44","100","88","80","80","80","44","20","78","38","75","11","89","67"
"1","192","Tallåsens VoB","","","","20% - 40%","0","100","20","20","20","88","71","60","90","89","67","78","44","56","90","75","78","75","43","63","x","88","63","78","50","75","78"
"1","192","Tallåsens VoB","Demens avd","","","40% - 60%","0","100","29","29","29","x","x","57","86","x","x","x","x","x","86","x","x","x","x","x","x","x","x","x","43","x","x"
"3","305","Pomona Hus 2","","","","60% - 80%","100","0","25","40","19","92","71","50","53","81","53","81","53","75","100","81","94","88","62","60","19","69","23","88","31","100","76"
"3","305","Pomona Hus 4","","","","40% - 60%","0","100","17","75","25","x","75","82","44","67","83","83","83","83","92","83","83","83","91","83","64","36","0","92","83","x","83"
"3","305","Solängen","","","","60% - 80%","0","100","35","35","25","93","83","78","75","95","78","89","67","67","100","94","84","89","80","59","50","76","59","89","53","87","89"
"3","319","Tallmons äldreboende","","","","60% - 80%","0","100","21","43","7","100","67","42","58","77","73","71","45","85","100","92","100","93","80","29","27","67","36","92","57","100","93"
"3","319","Tallmons äldreboende","Tallmovägen 4","","","60% - 80%","0","100","18","55","9","100","67","30","56","70","67","73","56","80","100","89","100","91","75","36","30","70","30","89","55","100","91"
"3","330","Estrids gård","","","","60% - 80%","0","100","33","54","4","100","83","65","65","89","76","83","41","67","100","88","92","88","68","61","48","78","62","84","38","84","85"
"3","330","Vilhelms gård","","","","40% - 60%","100","0","47","47","20","100","92","93","92","100","100","93","57","93","100","87","100","100","93","93","53","87","67","93","73","100","100"
"3","331","Kvarnängen","","","","60% - 80%","0","100","29","23","7","100","92","50","43","69","73","67","45","58","100","85","100","79","36","18","0","71","69","92","43","92","86"
"3","331","Liljebacken","","","","20% - 40%","0","100","33","8","25","85","69","69","75","77","85","73","82","83","92","91","92","92","64","83","31","100","78","100","67","88","82"
"3","331","Rungården","","","","60% - 80%","0","100","35","65","20","89","88","72","63","75","78","85","62","87","95","83","94","95","82","72","39","89","82","89","50","89","95"
"3","331","Tallgården","","","","40% - 60%","0","100","57","43","14","100","63","88","71","100","100","88","29","75","100","100","100","100","86","x","38","71","x","88","43","100","100"
"3","331","Tegelbacken","","","","40% - 60%","0","100","27","40","0","100","80","91","90","80","100","91","44","78","100","100","100","100","100","67","40","67","56","100","27","100","91"
"3","360","Hällbacka","","","","40% - 60%","0","100","36","55","9","73","45","75","44","70","64","82","40","44","91","70","91","90","67","67","45","67","63","70","36","x","73"
"3","360","Vendelgården","","","","60% - 80%","0","100","9","32","9","70","67","64","60","55","45","90","47","45","87","85","91","82","59","62","21","71","30","83","52","88","82"
"3","360","Wesslandia","","","","40% - 60%","0","100","13","37","9","87","70","67","86","87","69","77","63","52","90","76","90","89","67","59","32","76","48","90","29","89","80"
"3","360","Åskarbygården","","","","60% - 80%","0","100","17","35","13","100","67","48","76","71","57","65","42","59","83","59","91","83","70","71","32","77","59","83","59","79","87"
"3","380","Aleris","","","","40% - 60%","100","0","25","28","12","80","59","56","49","72","67","70","28","37","85","72","80","76","45","38","28","71","42","78","49","84","78"
"3","380","Aleris","Hasselparken","","","40% - 60%","100","0","29","29","10","74","64","63","52","64","64","71","30","32","79","71","70","74","42","33","28","69","40","69","50","77","74"
"3","380","Aleris","Hasselparken","Aleris  Hasselparken Enhet 2","","40% - 60%","100","0","43","29","14","x","x","43","x","71","57","71","x","x","86","x","71","71","x","x","43","x","x","x","43","57","57"
"3","380","Aleris","Hasselparken","Aleris  Hasselparken Enhet 3","","40% - 60%","100","0","0","11","0","63","78","80","33","67","67","78","43","x","80","78","78","78","x","x","43","100","x","78","70","89","89"
"3","380","Aleris","Hasselparken","Aleris  Hasselparken Enhet 4","","40% - 60%","100","0","50","50","13","86","50","50","50","63","63","63","29","25","75","75","75","75","63","25","13","38","25","75","25","x","75"
"3","380","Aleris","Årstagården","","","20% - 40%","100","0","20","26","15","89","50","44","44","84","71","67","25","46","95","73","94","79","50","44","27","73","46","89","47","94","83"
"3","380","Aleris","Årstagården","Aleris Årstagården Plan 4","","40% - 60%","100","0","30","56","20","100","67","44","50","100","75","88","x","x","100","86","100","89","57","38","43","x","x","89","56","100","89"
"3","380","Ansvar och omsorg","","","","40% - 60%","100","0","29","34","15","67","51","35","43","61","58","44","22","44","93","63","71","69","35","35","33","62","23","52","30","60","50"
"3","380","Ansvar och omsorg","Glimmervägens vårdboende","","","40% - 60%","100","0","29","25","8","56","54","43","38","76","60","42","25","57","92","61","80","75","39","32","29","65","27","52","29","67","59"
"3","380","Ansvar och omsorg","Glimmervägens vårdboende","A&O Glimmervägen plan 1","","40% - 60%","100","0","33","44","0","71","56","44","56","80","70","33","25","67","100","50","90","78","x","50","22","78","25","50","20","89","67"
"3","380","Ansvar och omsorg","Glimmervägens vårdboende","A&O Glimmervägen plan 2","","60% - 80%","100","0","38","0","25","x","50","38","14","75","50","38","x","43","88","75","75","75","x","14","25","57","50","x","38","x","x"
"3","380","Ansvar och omsorg","Glimmervägens vårdboende","A&O Glimmervägen plan 3","","40% - 60%","100","0","14","29","0","x","57","x","x","71","57","57","x","57","86","57","71","71","x","29","43","57","x","57","x","x","57"
"3","380","Ansvar och omsorg","Höganäs","","","40% - 60%","100","0","32","48","20","67","43","30","47","42","50","40","23","32","92","63","62","59","22","33","45","55","13","50","26","47","32"
