"Länskod","Kommunkod","Nivå 1","Nivå 2","Nivå 3","Nivå 4","Totalt, andel svar, procent","Enskild","Offentlig","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"12","1285","Kärråkra 1","Boende 2","","","60% - 80%","0","100","38","75","13","x","63","88","88","100","100","63","x","x","100","x","100","100","100","71","57","57","x","100","71","x","x"
"12","1285","Kärråkra 2","","","","40% - 60%","0","100","8","33","25","86","78","67","83","73","63","75","38","67","92","89","90","75","57","64","18","92","70","83","91","100","90"
"12","1285","Kärråkra 2","Boende 4","","","40% - 60%","0","100","14","43","29","x","x","43","71","71","x","57","x","x","86","x","x","71","x","57","x","86","x","71","x","100","x"
"12","1285","Solhällan","","","","40% - 60%","0","100","22","35","17","75","78","70","88","63","55","75","50","70","92","86","88","71","67","63","33","76","44","83","50","94","79"
"12","1285","Solhällan","Avd 1","","","60% - 80%","0","100","43","43","29","75","88","63","88","38","38","63","38","50","100","88","88","50","38","63","38","63","14","75","25","x","63"
"12","1285","Trollsjögården 1","","","","60% - 80%","0","100","37","47","16","100","70","47","89","65","67","60","50","68","100","79","79","80","61","60","37","69","53","75","45","80","80"
"12","1285","Trollsjögården 1","S 1","","","60% - 80%","0","100","33","44","11","100","44","33","75","56","75","44","38","63","100","63","78","67","50","56","11","43","14","56","33","x","67"
"12","1285","Trollsjögården 2","","","","40% - 60%","0","100","33","45","25","91","64","82","91","75","73","91","40","44","100","80","92","92","57","70","50","50","38","92","42","89","83"
"12","1285","Trollsjögården 2","S 2","","","40% - 60%","0","100","43","43","29","x","x","86","86","71","71","86","x","x","100","x","86","86","x","57","29","x","x","100","29","x","71"
"12","1285","Vårlöken","","","","40% - 60%","0","100","29","43","21","90","82","75","69","58","91","83","67","82","100","83","91","83","80","64","36","73","40","90","33","x","91"
"12","1285","Ölycke","","","","40% - 60%","0","100","33","56","11","89","75","75","x","63","86","75","x","x","88","x","86","86","x","43","x","x","43","75","63","x","88"
"12","1286","Bellevue","","","","40% - 60%","0","100","18","33","18","94","90","57","76","81","80","82","63","76","100","90","100","90","58","71","35","90","81","95","55","94","95"
"12","1286","Ejdern","","","","60% - 80%","0","100","40","60","0","89","89","80","78","78","67","67","63","71","80","88","80","70","25","20","33","100","88","78","80","78","80"
"12","1286","Ljuskällan","","","","40% - 60%","0","100","25","33","13","86","74","67","67","70","70","61","43","50","87","70","74","78","75","48","43","73","35","73","26","83","86"
"12","1286","Löderupsgården","","","","40% - 60%","0","100","27","45","27","73","75","73","83","100","82","92","56","83","100","91","82","100","70","73","45","89","56","100","50","100","92"
"12","1286","Solbacken","","","","40% - 60%","0","100","39","29","22","83","78","71","94","88","88","88","43","94","94","80","88","88","50","75","29","88","64","94","53","92","94"
"12","1286","Svarte","","","","40% - 60%","0","100","30","30","10","86","78","44","67","90","80","70","57","38","78","78","75","75","x","57","29","63","67","70","33","71","80"
"12","1286","Vigavägen","","","","60% - 80%","100","0","7","43","14","93","81","93","80","73","69","81","71","88","88","93","88","88","92","69","38","73","79","87","44","73","81"
"12","1286","Väderleksvägen","","","","60% - 80%","0","100","30","45","5","95","86","65","75","70","85","90","53","70","95","90","90","100","65","82","32","89","82","95","65","100","90"
"12","1287","Alstadhemmet","","","","60% - 80%","0","100","21","36","7","64","62","64","83","86","50","50","23","71","100","62","93","100","54","67","21","62","46","79","50","100","86"
"12","1287","Borgvallen","","","","40% - 60%","0","100","26","37","0","83","72","79","59","50","56","56","35","44","79","59","84","72","56","38","29","44","47","88","55","88","74"
"12","1287","Bäckahästen","","","","20% - 40%","0","100","29","57","14","x","71","x","x","57","29","86","43","71","100","86","57","100","x","x","43","x","x","100","29","86","57"
"12","1287","Hermelinen","","","","60% - 80%","0","100","20","30","20","38","90","70","44","60","70","90","50","100","90","89","100","100","44","70","40","56","43","90","40","100","70"
"12","1283","Vardaga","Lussebäcksgården","","","40% - 60%","100","0","32","51","32","50","83","56","67","75","65","56","43","52","89","74","91","76","60","44","38","61","41","75","51","84","75"
"12","1287","Myran","","","","60% - 80%","0","100","38","62","12","80","72","75","60","76","64","72","68","67","96","81","84","100","71","69","41","70","52","77","38","90","76"
"12","1287","Silverängen","","","","40% - 60%","0","100","33","56","33","86","78","78","38","67","78","89","x","71","100","100","89","89","57","75","56","88","75","89","56","x","89"
"12","1287","Smygehem","","","","60% - 80%","0","100","31","36","27","96","63","70","87","79","72","80","61","72","100","100","97","100","59","83","33","93","80","93","50","100","97"
"12","1287","Tappershus","","","","40% - 60%","0","100","20","20","10","88","60","56","75","80","80","88","38","38","100","88","80","78","50","50","44","75","x","90","40","89","80"
"12","1281","Nibblegården","","","","60% - 80%","100","0","50","80","10","100","90","70","100","80","90","78","44","70","100","80","90","80","80","70","75","80","80","90","70","88","100"
"12","1287","Åldermannen","","","","60% - 80%","0","100","25","25","0","88","69","33","18","64","53","46","46","55","88","69","73","75","75","13","38","55","50","80","41","75","53"
"12","1287","Östergården","","","","40% - 60%","0","100","31","38","13","64","67","60","45","75","57","81","33","64","88","79","81","80","40","45","38","87","67","81","60","80","63"
"12","1290","Centrala","","","","40% - 60%","0","100","25","33","16","85","73","55","49","73","71","71","43","49","91","74","83","81","53","51","30","75","52","83","32","87","83"
"12","1290","Centrala","Allögården","","","40% - 60%","0","100","29","38","24","100","73","63","64","73","73","63","54","47","100","64","80","80","62","53","50","100","70","93","25","83","81"
"12","1290","Centrala","Allögården","allmän inriktning","","40% - 60%","0","100","13","50","25","x","88","88","86","63","75","75","71","50","100","75","100","100","86","86","71","100","x","100","38","x","100"
"12","1290","Centrala","Allögården","demens inriktning","","40% - 60%","0","100","44","25","22","100","57","38","43","86","71","50","x","43","100","x","57","57","x","25","x","x","x","x","13","88","63"
"12","1290","Centrala","Björken","","","40% - 60%","0","100","20","21","7","100","79","44","58","63","67","80","33","36","81","64","87","69","47","31","20","86","71","69","25","85","81"
"12","1290","Centrala","Björken","demens inriktning","","40% - 60%","0","100","20","21","7","100","79","44","58","63","67","80","33","36","81","64","87","69","47","31","20","86","71","69","25","85","81"
"12","1290","Centrala","Hammarshemmet","","","60% - 80%","0","100","33","38","23","77","62","67","64","77","75","69","38","67","100","92","100","85","58","83","42","85","67","85","54","89","85"
"12","1290","Centrala","Hammarshemmet","allmän inriktning","","60% - 80%","0","100","33","38","23","77","62","67","64","77","75","69","38","67","100","92","100","85","58","83","42","85","67","85","54","89","85"
"12","1290","Centrala","Ädelstenen","","","20% - 40%","0","100","8","15","15","78","70","50","36","82","70","55","50","42","82","88","64","91","44","8","40","58","22","80","15","92","82"
"12","1290","Centrala","Ädelstenen","demens inriktning","","20% - 40%","0","100","8","15","15","78","70","50","36","82","70","55","50","42","82","88","64","91","44","8","40","58","22","80","15","92","82"
"12","1290","Centrala","Östergård 2","","","60% - 80%","0","100","38","31","0","73","62","42","55","77","50","58","31","36","77","58","77","77","54","67","17","67","50","77","38","73","77"
"12","1290","Centrala","Östergård 2","allmän inriktning","","60% - 80%","0","100","38","31","0","73","62","42","55","77","50","58","31","36","77","58","77","77","54","67","17","67","50","77","38","73","77"
"12","1290","Enskilda","","","","40% - 60%","100","0","29","42","21","90","82","76","69","88","74","80","52","71","95","87","86","80","62","58","34","88","74","87","65","89","77"
"12","1290","Enskilda","Amalia","","","60% - 80%","100","0","36","48","9","82","90","71","39","91","73","86","50","77","100","95","81","90","55","45","52","86","67","86","64","93","68"
"12","1290","Enskilda","Amalia","allmän inriktning","","60% - 80%","100","0","39","56","11","92","88","71","43","89","72","83","50","83","100","100","83","88","56","53","61","83","73","89","67","92","72"
"12","1290","Enskilda","Axeltorp","","","60% - 80%","100","0","32","35","32","100","94","100","82","100","94","100","82","93","100","100","100","94","88","83","29","94","85","100","74","100","100"
"12","1290","Enskilda","Axeltorp","demens inriktning","","60% - 80%","100","0","32","35","32","100","94","100","82","100","94","100","82","93","100","100","100","94","88","83","29","94","85","100","74","100","100"
"12","1290","Enskilda","Christiansro","","","40% - 60%","100","0","27","38","23","87","65","55","63","68","55","52","30","32","87","68","78","57","42","32","18","77","65","70","48","76","57"
"12","1290","Enskilda","Christiansro","allmän inriktning","","40% - 60%","100","0","29","35","29","89","67","50","63","61","53","44","25","27","89","71","78","50","44","33","17","76","64","61","44","69","53"
"12","1290","Enskilda","Lindåsa","","","40% - 60%","100","0","14","50","21","92","83","85","100","100","83","93","62","92","93","92","92","86","73","86","36","100","85","100","86","90","92"
"12","1290","Enskilda","Lindåsa","demens inriktning","","40% - 60%","100","0","14","50","21","92","83","85","100","100","83","93","62","92","93","92","92","86","73","86","36","100","85","100","86","90","92"
"12","1290","Västra","","","","60% - 80%","0","100","31","39","18","86","74","71","76","73","71","78","55","70","92","83","89","89","75","75","42","85","62","92","44","93","86"
"12","1290","Västra","Almgården","","","40% - 60%","0","100","27","18","18","63","55","64","73","73","82","64","38","75","91","78","82","82","86","64","25","75","44","73","18","100","64"
"12","1290","Västra","Almhaga","","","60% - 80%","0","100","35","53","12","83","71","71","81","71","75","71","54","47","88","88","94","82","87","81","38","75","54","88","35","100","82"
"12","1290","Västra","Almhaga","allmän inriktning","","60% - 80%","0","100","35","53","12","83","71","71","81","71","75","71","54","47","88","88","94","82","87","81","38","75","54","88","35","100","82"
"12","1290","Västra","Björklunden","","","60% - 80%","0","100","35","48","9","91","74","67","62","65","65","78","41","70","91","71","87","91","90","77","35","80","52","96","39","92","83"
"12","1290","Västra","Björklunden","allmän inriktning","","60% - 80%","0","100","35","48","9","91","74","67","62","65","65","78","41","70","91","71","87","91","90","77","35","80","52","96","39","92","83"
"12","1290","Västra","Demenscentrum Charlottesborg A","","","40% - 60%","0","100","17","18","25","67","73","67","56","80","75","100","57","63","91","71","80","82","43","44","43","x","x","80","0","82","73"
"12","1290","Västra","Demenscentrum Charlottesborg A","demens inriktning","","40% - 60%","0","100","17","18","25","67","73","67","56","80","75","100","57","63","91","71","80","82","43","44","43","x","x","80","0","82","73"
"12","1290","Västra","Demenscentrum Charlottesborg B","","","60% - 80%","0","100","33","78","22","90","100","100","90","80","89","89","71","75","89","88","90","89","86","89","x","100","100","100","44","86","100"
"12","1290","Västra","Demenscentrum Charlottesborg B","demens inriktning","","60% - 80%","0","100","33","78","22","90","100","100","90","80","89","89","71","75","89","88","90","89","86","89","x","100","100","100","44","86","100"
"12","1290","Västra","Forsalid","","","80% - 100%","0","100","44","35","17","89","71","61","100","56","67","76","50","76","89","88","83","94","67","88","50","89","76","94","53","100","89"
"12","1290","Västra","Forsalid","allmän inriktning","","80% - 100%","0","100","44","35","17","89","71","61","100","56","67","76","50","76","89","88","83","94","67","88","50","89","76","94","53","100","89"
"12","1290","Västra","Skogåsa","","","60% - 80%","0","100","38","35","12","82","71","80","73","81","69","71","73","88","100","88","100","100","58","73","47","94","47","100","59","86","100"
"12","1290","Västra","Skogåsa","allmän inriktning","","60% - 80%","0","100","38","35","12","82","71","80","73","81","69","71","73","88","100","88","100","100","58","73","47","94","47","100","59","86","100"
"12","1290","Västra","Skärdal Västra","","","60% - 80%","0","100","21","41","33","95","75","59","65","79","55","78","59","57","92","81","88","78","78","73","39","77","74","92","54","93","83"
"12","1290","Västra","Skärdal Västra","allmän inriktning","","60% - 80%","0","100","21","41","33","95","75","59","65","79","55","78","59","57","92","81","88","78","78","73","39","77","74","92","54","93","83"
"12","1290","Västra","Skärdal Östra","","","40% - 60%","0","100","30","10","20","90","82","91","89","83","92","92","56","83","100","100","100","100","64","73","45","91","67","100","67","100","100"
"12","1290","Västra","Skärdal Östra","demens inriktning","","40% - 60%","0","100","30","10","20","90","82","91","89","83","92","92","56","83","100","100","100","100","64","73","45","91","67","100","67","100","100"
"12","1290","Östra","","","","40% - 60%","0","100","23","40","15","85","75","64","66","78","65","72","47","65","92","81","93","91","61","65","34","83","59","88","48","87","81"
"12","1290","Östra","Fjällbacka","","","60% - 80%","0","100","26","33","15","91","85","65","83","81","65","76","61","62","93","82","100","92","68","78","43","86","64","96","44","90","88"
"12","1290","Östra","Fjällbacka","allmän inriktning","","60% - 80%","0","100","24","41","18","94","83","76","88","76","63","76","64","50","94","79","100","88","75","69","44","88","67","94","44","83","82"
"12","1290","Östra","Fjällbacka","demens inriktning","","40% - 60%","0","100","30","20","10","x","88","44","71","89","71","75","x","86","90","88","100","100","x","100","x","x","57","100","44","100","100"
"12","1290","Östra","Gamla Tollaregården","","","60% - 80%","0","100","x","x","x","86","x","x","x","x","x","x","x","x","x","x","x","x","x","86","x","x","x","86","57","x","x"
"12","1290","Östra","Gamla Tollaregården","allmän inriktning","","60% - 80%","0","100","x","x","x","86","x","x","x","x","x","x","x","x","x","x","x","x","x","86","x","x","x","86","57","x","x"
"12","1290","Östra","Hjärtebacken 1","","","40% - 60%","0","100","33","44","22","50","89","67","50","100","78","67","x","75","100","88","100","89","29","50","x","100","43","100","22","100","100"
"12","1290","Östra","Hjärtebacken 1","demens inriktning","","40% - 60%","0","100","33","44","22","50","89","67","50","100","78","67","x","75","100","88","100","89","29","50","x","100","43","100","22","100","100"
"12","1290","Östra","Hjärtebacken 2","","","60% - 80%","0","100","13","25","6","100","38","38","33","53","40","44","7","43","75","67","69","69","21","27","13","50","31","69","40","73","56"
"12","1290","Östra","Hjärtebacken 2","allmän inriktning","","60% - 80%","0","100","13","25","6","100","38","38","33","53","40","44","7","43","75","67","69","69","21","27","13","50","31","69","40","73","56"
"12","1290","Östra","Lanternan","","","40% - 60%","0","100","15","75","8","100","100","100","100","100","90","100","89","92","100","93","100","100","70","93","56","100","92","100","86","100","92"
"12","1290","Östra","Lanternan","demens inriktning","","40% - 60%","0","100","15","75","8","100","100","100","100","100","90","100","89","92","100","93","100","100","70","93","56","100","92","100","86","100","92"
"12","1290","Östra","Möllebackshemmet","","","40% - 60%","0","100","21","29","21","93","71","64","83","73","53","79","40","71","93","77","93","93","73","73","33","71","31","93","47","70","87"
"12","1290","Östra","Möllebackshemmet","allmän inriktning","","40% - 60%","0","100","21","29","21","93","71","64","83","73","53","79","40","71","93","77","93","93","73","73","33","71","31","93","47","70","87"
"12","1290","Östra","Nya Tollaregården","","","60% - 80%","0","100","6","56","0","83","78","74","59","74","84","74","60","63","100","82","95","100","76","53","21","88","63","79","53","94","84"
"12","1290","Östra","Nya Tollaregården","allmän inriktning","","80% - 100%","0","100","8","46","0","85","77","79","77","79","86","64","55","64","100","92","93","100","83","67","21","83","73","71","64","100","86"
"12","1290","Östra","Åhaga","","","80% - 100%","0","100","31","44","31","79","56","36","62","80","60","53","40","55","82","80","93","100","57","63","47","86","85","88","47","79","71"
"12","1290","Östra","Åhaga","demens inriktning","","60% - 80%","0","100","18","18","45","78","45","33","63","80","50","42","x","29","75","70","89","100","33","55","50","78","80","82","42","75","58"
"12","1290","Östra","Österängsgården","","","40% - 60%","0","100","35","24","24","69","82","63","38","81","60","76","38","69","94","79","94","94","62","63","25","92","55","86","33","100","87"
"12","1290","Östra","Österängsgården","allmän inriktning","","40% - 60%","0","100","38","38","13","x","75","86","x","75","50","100","63","x","100","x","100","100","57","86","29","100","x","x","x","x","86"
"12","1290","Östra","Österängsgården","demens inriktning","","20% - 40%","0","100","33","11","33","75","89","44","43","88","71","56","x","57","89","75","89","89","x","44","22","x","x","75","22","100","88"
"12","1291","Ankaret","","","","40% - 60%","0","100","36","30","9","91","100","78","89","100","100","60","50","78","90","78","100","90","64","73","44","78","67","90","55","90","100"
"12","1291","Borrbyhemmet","","","","60% - 80%","0","100","36","45","9","90","70","60","70","100","73","73","88","73","100","90","90","100","89","73","20","90","33","90","10","88","90"
"12","1291","Borrbyhemmet","Ängen/Lunden","","","60% - 80%","0","100","38","50","13","100","88","75","63","100","88","100","100","88","100","100","100","100","88","75","29","100","43","100","14","x","100"
"12","1291","Hammenhög","","","","60% - 80%","100","0","19","27","14","86","72","63","50","76","69","75","43","63","95","90","85","86","71","47","18","94","63","80","41","94","89"
"12","1291","Hammenhög","Tulpanens boendeenhet","","","60% - 80%","100","0","13","25","0","86","75","x","x","71","x","63","43","71","100","88","75","75","x","x","x","100","x","88","38","86","75"
"12","1291","Joneberg plaza","","","","40% - 60%","100","0","30","37","15","82","80","79","76","90","85","85","74","90","100","100","90","95","83","74","28","82","63","100","67","93","95"
"12","1291","Lillevångshemmet","","","","60% - 80%","100","0","27","35","8","77","54","41","80","81","60","62","50","68","100","72","89","85","42","50","26","81","35","81","37","80","74"
"12","1291","Lillevångshemmet","Havsbrisen","","","60% - 80%","100","0","14","29","29","100","43","43","x","86","57","57","57","x","100","x","100","100","29","x","14","86","x","86","43","x","86"
"12","1291","S:t Olofshemmet","","","","60% - 80%","0","100","33","44","33","63","88","89","63","88","88","88","x","x","100","x","100","100","x","100","25","100","x","100","44","x","100"
"12","1291","Skönadalshemmet","","","","40% - 60%","0","100","21","30","13","95","74","65","67","95","80","81","53","79","95","68","95","100","75","71","47","71","69","83","50","88","95"
"12","1291","Solgläntan","","","","60% - 80%","0","100","7","33","20","77","60","60","64","73","60","79","58","67","86","82","77","92","11","75","23","58","67","73","53","69","69"
"12","1291","Solgläntan","Gladan","","","60% - 80%","0","100","0","29","14","86","86","86","x","100","86","x","71","x","100","x","100","100","x","x","29","71","x","100","57","x","x"
"12","1292","Enskild","","","","60% - 80%","100","0","28","48","22","83","72","63","78","82","71","76","57","73","97","85","95","95","69","64","37","78","62","90","56","94","87"
"12","1292","Enskild","Bokhöjden","","","60% - 80%","100","0","57","43","29","x","100","100","100","100","86","100","x","x","100","x","100","100","x","100","x","100","86","100","63","100","100"
"12","1283","Vardaga","Ragnvallagården","","","40% - 60%","100","0","22","26","7","68","72","42","71","45","50","52","43","43","81","81","71","77","72","50","17","45","35","76","28","73","68"
"12","1292","Enskild","KVS","","","40% - 60%","100","0","43","50","21","75","85","62","92","64","71","71","45","75","100","92","86","100","54","46","33","69","75","86","50","100","71"
"12","1292","Enskild","Karlslund","","","60% - 80%","100","0","14","36","14","84","68","50","75","74","60","68","38","60","91","90","100","90","60","55","30","71","50","91","61","94","87"
"12","1292","Enskild","Solängen","","","40% - 60%","100","0","27","60","47","x","58","50","71","86","86","79","50","70","100","64","93","100","73","71","36","80","60","80","47","91","87"
"12","1292","Enskild","Åshaga","","","40% - 60%","100","0","22","56","17","69","56","65","47","94","67","67","56","71","100","75","94","88","54","65","35","69","33","94","39","85","88"
"12","1292","Offentlig","","","","40% - 60%","0","100","35","50","22","94","76","77","68","86","74","75","59","73","95","90","94","91","74","69","42","88","77","90","51","93","87"
"12","1292","Offentlig","Karlsgården","","","20% - 40%","0","100","x","x","x","x","43","71","57","86","57","86","x","x","100","x","x","100","57","71","29","x","x","100","43","x","100"
"12","1292","Offentlig","Kungshaga","","","60% - 80%","0","100","35","49","26","93","76","72","63","85","79","73","61","80","92","91","89","86","61","53","42","89","79","77","61","92","82"
"12","1292","Offentlig","Kungshaga","Kungshaga väst","","80% - 100%","0","100","43","57","33","100","86","64","69","100","93","86","69","77","93","91","93","69","64","58","50","85","85","80","60","100","86"
"12","1292","Offentlig","Kungshaga","Kungshaga öst","","60% - 80%","0","100","30","43","22","90","70","77","58","75","68","65","56","82","92","91","87","96","59","50","38","91","73","75","61","89","79"
"12","1292","Offentlig","Munkaljungbygården","","","40% - 60%","0","100","31","44","38","100","79","77","69","87","85","93","50","64","100","93","100","93","90","75","50","93","85","100","36","100","93"
"12","1292","Offentlig","Viktoriagården","","","60% - 80%","0","100","31","46","8","100","92","82","92","85","54","62","42","50","92","91","100","100","73","55","46","83","67","92","46","89","100"
"12","1292","Offentlig","Willan","","","40% - 60%","0","100","36","73","9","100","91","60","73","83","82","83","56","70","100","83","100","100","90","91","58","83","82","100","73","75","91"
"12","1292","Offentlig","Åsbytorp","","","60% - 80%","0","100","38","40","16","88","69","88","68","92","76","68","63","75","92","88","88","85","82","88","25","83","67","96","42","95","81"
"12","1293","Bjärnum","","","","20% - 40%","0","100","31","56","19","100","82","88","88","82","65","65","53","71","100","88","82","88","85","71","56","88","75","94","44","82","82"
"12","1293","Bjärnum","Nybo","","","20% - 40%","0","100","31","56","19","100","82","88","88","82","65","65","53","71","100","88","82","88","85","71","56","88","75","94","44","82","82"
"12","1293","Hässleholm","","","","40% - 60%","0","100","22","33","13","93","82","63","55","74","66","74","51","66","97","80","87","92","71","42","34","76","58","87","45","87","79"
"12","1293","Hässleholm","Ehrenborg","","","60% - 80%","0","100","22","28","11","94","84","68","69","84","63","83","53","79","100","74","89","89","88","47","37","94","76","89","53","93","84"
"12","1293","Hässleholm","Ekegården","","","20% - 40%","0","100","38","31","23","82","83","54","75","83","83","73","60","80","100","92","92","100","67","46","44","62","45","92","38","89","83"
"12","1293","Hässleholm","Högalid","","","40% - 60%","0","100","23","43","13","88","79","59","44","67","58","62","44","56","93","85","83","93","52","43","31","65","62","78","43","86","75"
"12","1293","Hässleholm","Kaptensgården","","","40% - 60%","0","100","12","27","8","100","85","68","48","69","68","81","54","63","96","75","88","88","83","35","30","83","45","92","44","81","77"
"12","1293","Hästveda","","","","40% - 60%","0","100","44","61","21","85","89","56","71","82","81","88","53","59","100","86","94","94","60","75","56","82","57","89","44","85","82"
"12","1293","Hästveda","Solgården","","","40% - 60%","0","100","44","61","21","85","89","56","71","82","81","88","53","59","100","86","94","94","60","75","56","82","57","89","44","85","82"
"12","1293","Hörja","","","","40% - 60%","100","0","45","55","27","75","73","90","64","91","90","90","x","89","100","100","91","100","80","91","25","100","86","90","73","100","91"
"12","1293","Hörja","Backebo Vård och Omsorg","","","40% - 60%","100","0","45","55","27","75","73","90","64","91","90","90","x","89","100","100","91","100","80","91","25","100","86","90","73","100","91"
"12","1293","Sösdala","","","","40% - 60%","0","100","17","44","11","86","78","83","76","95","94","94","82","88","94","94","89","94","56","67","29","76","56","89","53","93","89"
"12","1293","Sösdala","Björkhaga","","","40% - 60%","0","100","17","44","11","86","78","83","76","95","94","94","82","88","94","94","89","94","56","67","29","76","56","89","53","93","89"
"12","1293","Tyringe","","","","40% - 60%","16","84","28","28","11","90","77","59","73","76","67","74","61","66","94","78","94","90","65","67","35","77","63","89","43","91","85"
"12","1293","Tyringe","Björklunda Gästhem","","","20% - 40%","100","0","63","25","25","x","75","63","71","38","50","75","50","x","88","50","88","88","86","57","x","100","38","63","50","x","63"
"12","1293","Tyringe","Hemgården","","","40% - 60%","0","100","21","28","8","89","78","58","74","83","70","74","64","66","95","84","95","90","60","68","38","72","69","95","41","90","90"
"12","1293","Vinslöv","","","","40% - 60%","0","100","14","45","0","90","67","74","75","59","70","62","63","74","90","75","85","90","75","76","25","80","69","81","50","90","76"
"12","1293","Vinslöv","Sjögläntan","","","40% - 60%","0","100","14","45","0","90","67","74","75","59","70","62","63","74","90","75","85","90","75","76","25","80","69","81","50","90","76"
"12","1293","Vittsjö","","","","40% - 60%","31","69","33","58","8","91","92","77","85","92","75","77","x","38","100","89","100","100","69","69","55","100","90","75","38","100","100"
"12","1293","Vittsjö","Skansenhemmet","","","40% - 60%","0","100","50","63","13","88","88","67","78","89","63","67","x","29","100","86","100","100","67","56","50","100","x","63","33","100","100"
"13","1315","Fredrikslundsvägen 9A+9B","","","","60% - 80%","0","100","33","35","25","86","73","77","83","64","70","70","44","68","100","86","95","86","61","65","21","85","56","100","35","84","91"
"13","1315","Fredrikslundsvägen 9A+9B","Fredrikslundsvägen 9A","","","40% - 60%","0","100","18","45","18","73","73","73","78","36","50","55","38","70","100","82","92","75","50","64","18","80","25","100","33","67","83"
"13","1315","Fredrikslundsvägen 9A+9B","Fredrikslundsvägen 9B","","","60% - 80%","0","100","46","25","31","100","73","82","89","91","91","89","50","67","100","90","100","100","75","67","25","90","88","100","36","100","100"
"13","1315","Långarydsvägen 34","","","","40% - 60%","0","100","50","33","30","100","90","80","80","70","80","80","x","63","90","86","100","90","100","78","11","78","86","90","40","89","89"
"13","1315","Långarydsvägen 34","Långarydsvägen 34","","","40% - 60%","0","100","50","33","30","100","90","80","80","70","80","80","x","63","90","86","100","90","100","78","11","78","86","90","40","89","89"
"13","1315","Malmagatan/Realgatan","","","","40% - 60%","0","100","16","30","12","100","71","60","78","76","67","96","43","70","100","87","96","95","75","70","35","80","65","96","30","94","91"
"13","1315","Malmagatan/Realgatan","Malmagatan 2","","","40% - 60%","0","100","25","29","25","100","50","x","71","x","43","88","29","x","100","71","88","86","x","86","x","86","x","100","14","x","88"
"13","1315","Malmagatan/Realgatan","Realgatan 3 A-B","","","40% - 60%","0","100","12","31","6","100","81","57","81","80","79","100","50","79","100","94","100","100","79","62","43","77","73","93","38","92","93"
"13","1380","Aleris, Halmstad Plaza","","","","60% - 80%","100","0","18","36","14","74","66","57","23","57","55","43","24","50","86","65","67","60","42","25","24","58","45","50","27","52","73"
"13","1380","Almgårdens äldreboende","","","","80% - 100%","0","100","29","29","24","100","81","81","93","88","81","94","87","80","100","100","100","94","93","94","31","82","73","94","47","100","94"
"13","1380","Almgårdens äldreboende","Prästkragen","","","80% - 100%","0","100","30","20","30","100","73","80","90","90","90","100","90","89","100","100","100","91","100","100","40","91","70","100","55","100","91"
"13","1380","Almgårdens äldreboende","Vallmon","","","60% - 80%","0","100","29","43","14","100","x","x","x","86","x","x","x","x","100","x","100","100","x","x","x","x","x","86","x","x","100"
"13","1380","Andersbergs äldreboende","","","","60% - 80%","100","0","21","25","26","57","62","50","39","82","67","74","48","35","90","71","80","82","72","52","19","74","63","81","45","84","72"
"13","1380","Andersbergs äldreboende","Fredsborg","","","60% - 80%","100","0","20","22","30","x","75","78","56","89","88","100","x","43","100","x","90","90","89","71","33","x","x","100","40","89","78"
"13","1380","Andersbergs äldreboende","Håkanstorp","","","80% - 100%","100","0","17","18","33","44","55","45","13","83","73","58","22","50","83","70","58","67","44","33","9","64","50","67","58","90","67"
"13","1380","Andersbergs äldreboende","Karolinehed","","","60% - 80%","100","0","27","45","18","80","64","45","29","82","60","82","75","33","91","80","91","91","86","60","30","78","67","89","27","x","82"
"13","1380","Andersbergs äldreboende","Svenstorp","","","40% - 60%","100","0","x","x","x","x","57","29","57","71","43","57","29","x","86","x","86","x","71","43","0","x","x","71","57","x","57"
"13","1380","Frennarps äldreboende","","","","60% - 80%","0","100","33","36","24","90","91","85","97","81","81","85","54","74","100","92","100","94","67","85","39","88","74","100","52","100","100"
"13","1380","Frennarps äldreboende","Rosentorp","","","80% - 100%","0","100","14","29","57","x","86","86","86","86","100","86","x","x","100","x","100","100","x","86","x","x","x","100","71","x","100"
"13","1380","Frennarps äldreboende","Videtorp","","","80% - 100%","0","100","29","29","29","71","x","71","100","100","x","86","x","x","100","x","100","100","57","86","x","x","x","x","x","x","100"
"13","1380","Gamletulls äldreboende","","","","40% - 60%","0","100","43","57","29","71","50","29","29","75","50","x","57","43","100","71","71","86","x","71","25","86","57","88","57","x","86"
"13","1380","Hemgårdens äldreboende","","","","40% - 60%","0","100","22","22","22","x","67","67","88","100","78","78","57","63","89","63","78","89","x","78","44","44","13","78","44","86","63"
"13","1380","Hemgårdens äldreboende","Pärlan","","","60% - 80%","0","100","25","25","25","x","75","63","86","100","75","75","57","63","88","63","75","88","x","75","50","38","0","88","38","x","63"
"13","1380","Krusbärets äldreboende","","","","60% - 80%","0","100","29","48","19","84","89","81","75","65","85","80","79","84","100","100","89","95","65","90","47","82","65","95","75","93","100"
"13","1380","Krusbärets äldreboende","Plan 1","","","40% - 60%","0","100","22","44","11","63","100","100","78","44","100","75","63","88","100","100","89","89","57","100","50","78","67","100","63","86","100"
"13","1380","Krusbärets äldreboende","Plan 2","","","60% - 80%","0","100","33","50","25","100","82","67","73","82","75","83","91","82","100","100","90","100","70","82","45","88","63","91","83","100","100"
