"Länskod","Kommunkod","Nivå 1","Nivå 2","Nivå 3","Nivå 4","Totalt, andel svar, procent","Enskild","Offentlig","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"12","1280","Marietorp  -  IN","","","","40% - 60%","0","100","17","25","8","100","75","91","64","67","80","83","83","33","100","90","92","91","50","55","27","80","50","67","25","88","91"
"12","1280","Rönnbäret  -  IN","","","","60% - 80%","0","100","24","32","4","100","67","68","64","71","79","87","65","80","96","82","96","92","81","73","39","72","78","96","67","95","83"
"12","1280","Styrkan  -  IN","","","","40% - 60%","0","100","50","25","25","x","75","88","57","100","75","86","x","x","100","x","86","100","50","71","29","75","71","88","25","100","88"
"12","1280","Trevnaden  -  IN","","","","40% - 60%","0","100","14","18","18","77","79","67","60","70","62","74","68","63","90","69","89","77","69","52","17","75","56","86","36","82","78"
"12","1280","Tryggheten  -  IN","","","","40% - 60%","0","100","16","26","15","62","47","44","63","67","56","63","40","25","94","64","82","63","46","58","33","75","57","88","39","85","81"
"12","1280","Visheten  -  IN","","","","40% - 60%","0","100","20","32","20","60","59","58","44","74","61","58","31","31","89","53","74","75","38","47","25","74","47","74","45","63","70"
"12","1280","Vittlingen  -  IN","","","","60% - 80%","0","100","10","43","10","100","55","29","69","30","25","52","32","47","71","60","74","84","50","47","33","35","39","84","30","75","67"
"12","1280","Celsiusgatan  -  NO","","","","40% - 60%","0","100","0","33","0","50","36","42","17","45","30","64","33","22","100","63","100","67","30","17","30","73","60","73","46","75","55"
"12","1280","Danska vägen 16A  -  NO","","","","60% - 80%","0","100","11","56","0","100","78","63","89","44","71","67","63","75","100","75","100","78","71","89","56","56","x","89","56","71","89"
"12","1280","Danska vägen 16C  -  NO","","","","60% - 80%","0","100","31","38","19","87","85","68","81","68","69","79","72","74","92","71","88","88","82","77","54","84","74","88","56","90","81"
"12","1280","Kasper  -  NO","","","","40% - 60%","0","100","36","18","14","45","70","65","61","59","60","67","35","59","90","80","84","76","60","70","19","74","44","84","52","89","79"
"12","1280","N Bulltoftavägen 63  -  NO","","","","40% - 60%","0","100","33","22","33","x","33","50","x","56","33","78","25","29","67","44","78","44","29","14","13","29","38","78","25","75","38"
"12","1280","Rönnen plan 3 och 4  -  NO","","","","40% - 60%","0","100","44","50","20","63","100","58","x","63","69","67","33","54","87","45","81","93","56","27","36","67","50","86","40","92","87"
"12","1280","Segevångsgrd-Förenade Care -NO","","","","40% - 60%","100","0","23","38","17","83","68","73","73","77","79","73","58","57","88","79","82","84","84","81","36","82","68","84","60","83","78"
"12","1280","Vä Varvsg- Attendo C  -  NO","","","","40% - 60%","100","0","29","24","18","100","82","56","75","69","63","63","44","44","88","80","100","82","79","76","44","81","50","88","56","92","94"
"12","1280","Västergård  -  NO","","","","40% - 60%","0","100","19","24","0","85","60","42","13","67","58","52","21","29","90","67","85","75","44","40","14","47","40","71","24","57","74"
"12","1280","Blomstergården  -  SÖ","","","","40% - 60%","0","100","44","33","44","100","89","67","88","44","56","67","50","56","89","89","89","78","71","67","25","78","75","88","33","100","89"
"12","1280","Fosietorp  -  SÖ","","","","40% - 60%","0","100","25","38","13","x","71","71","x","75","75","63","75","88","100","75","100","71","x","x","29","x","50","88","25","86","63"
"12","1280","Heleneholm  -  SÖ","","","","40% - 60%","0","100","25","13","25","50","56","53","60","67","53","40","17","40","88","62","81","69","21","44","25","73","55","75","38","57","56"
"12","1280","Lindängelund  -  SÖ","","","","40% - 60%","0","100","31","23","23","85","75","77","83","83","73","83","55","62","92","73","85","92","62","83","18","58","33","85","62","90","92"
"12","1280","Oxie vårdhem -Attendo C  -  SÖ","","","","40% - 60%","100","0","35","55","3","78","67","48","67","80","65","81","56","71","90","86","90","87","74","75","31","85","58","94","61","100","81"
"12","1280","Rosenholm  -  SÖ","","","","20% - 40%","0","100","29","29","14","57","71","71","x","86","43","71","71","x","100","x","86","100","x","x","43","57","57","86","57","x","86"
"12","1280","Södergården  -  SÖ","","","","40% - 60%","0","100","10","20","10","71","75","56","78","89","78","70","x","x","80","67","89","89","63","67","22","71","x","78","56","78","80"
"12","1280","Annetorpsgården  -  VÄ","","","","60% - 80%","0","100","17","25","0","89","67","60","82","75","64","75","22","40","92","70","82","83","55","82","36","73","50","73","55","90","73"
"12","1280","Bellevuegården-Attendo-VÄ","","","","60% - 80%","100","0","31","48","12","100","71","54","58","61","58","72","46","79","100","92","91","100","74","61","29","53","68","80","68","63","80"
"12","1280","Bunkeflogården- Attendo C- VÄ","","","","60% - 80%","100","0","28","33","22","94","50","71","82","76","82","71","44","82","100","88","94","89","69","59","44","69","57","88","71","80","81"
"12","1280","Dekoren  -  VÄ","","","","60% - 80%","0","100","30","30","17","78","71","70","90","83","57","67","32","47","96","80","87","82","79","77","35","82","79","87","65","95","87"
"12","1280","Fosieborg  -  VÄ","","","","60% - 80%","0","100","38","42","15","83","76","68","85","76","71","73","57","62","92","76","92","88","67","68","42","86","55","88","48","86","88"
"12","1280","Hyllie Park   -   Äb AB  -  VÄ","","","","60% - 80%","100","0","38","25","13","100","75","80","93","100","81","69","60","50","88","71","75","94","87","67","43","94","57","94","56","83","94"
"12","1280","Hylliehemmet  -  VÄ","","","","40% - 60%","0","100","22","32","13","80","65","41","75","78","55","52","40","45","96","76","77","86","52","78","24","82","50","91","52","82","71"
"12","1280","Högsåkersringen  -  VÄ","","","","40% - 60%","0","100","20","60","10","90","80","30","71","40","50","80","56","67","90","60","80","90","70","50","30","90","50","90","40","x","80"
"12","1280","Lindeborgs gård  -  VÄ","","","","60% - 80%","0","100","17","43","9","100","68","68","95","86","86","86","71","65","100","90","91","96","62","78","40","76","53","83","48","95","95"
"12","1280","Lotsgården  -  VÄ","","","","40% - 60%","0","100","25","42","8","55","58","33","82","58","33","67","50","82","83","80","92","75","67","67","33","58","73","75","42","78","83"
"12","1280","Pildammsvägen 34-36  -  VÄ","","","","40% - 60%","0","100","28","11","28","100","82","82","50","94","82","76","42","67","94","75","94","78","69","56","31","75","43","89","44","94","94"
"12","1280","Päronskogen  -  VÄ","","","","40% - 60%","0","100","38","31","13","85","80","67","93","93","77","64","46","67","93","69","93","80","87","60","31","93","67","100","63","100","100"
"12","1280","Sjöstjärnan -Sjöstjärnan -  VÄ","","","","40% - 60%","100","0","29","57","0","57","57","86","43","71","x","71","x","x","100","x","86","86","x","29","43","x","x","x","x","x","x"
"12","1280","Stensjögatan 66  -  VÄ","","","","40% - 60%","0","100","22","33","28","92","79","94","56","75","82","75","57","43","100","77","88","78","64","69","7","67","55","94","61","100","65"
"12","1280","Storskarven  -  VÄ","","","","60% - 80%","0","100","21","33","7","78","78","68","68","40","61","67","40","57","100","67","96","86","71","65","36","50","47","81","42","81","88"
"12","1280","Tygelsjögården  -  VÄ","","","","60% - 80%","0","100","35","47","13","100","81","88","94","63","76","75","69","88","100","100","94","100","100","88","38","94","69","94","88","100","94"
"12","1280","Victoria Vård-Förenade Care- VÄ","","","","40% - 60%","100","0","29","25","25","94","74","58","64","83","83","83","59","55","96","83","91","83","81","67","29","91","73","83","79","95","92"
"12","1280","Apelrosen  -  ÖS","","","","60% - 80%","0","100","25","35","20","86","74","63","35","79","83","89","78","65","89","78","94","89","56","61","50","78","71","89","65","93","83"
"12","1280","Bellisgården  -  ÖS","","","","60% - 80%","0","100","10","20","0","100","80","40","71","90","100","78","38","63","100","89","100","100","x","63","40","56","56","89","40","100","100"
"12","1280","Blombuketten våbo  -  ÖS","","","","60% - 80%","0","100","17","33","6","80","71","63","89","59","64","83","43","80","94","82","94","88","62","81","50","88","65","88","65","86","88"
"12","1280","Blombukettens grbo  -  ÖS","","","","60% - 80%","0","100","18","45","9","90","82","100","100","91","91","100","x","x","100","100","91","100","67","67","44","78","56","90","50","100","100"
"12","1280","Husiegård  -  ÖS","","","","20% - 40%","0","100","25","55","17","100","60","25","30","75","55","75","50","88","92","92","85","85","36","38","20","92","67","85","38","89","69"
"12","1281","Björkbacken","","","","60% - 80%","100","0","15","37","0","76","67","50","83","59","41","41","42","46","85","80","85","77","56","44","33","77","50","74","37","70","73"
"12","1281","Björkbacken","Äldreboende","","","60% - 80%","100","0","15","37","0","76","67","50","83","59","41","41","42","46","85","80","85","77","56","44","33","77","50","74","37","70","73"
"12","1281","Brunnslyckan","","","","40% - 60%","0","100","37","35","20","94","79","67","53","80","68","60","42","33","95","56","85","95","56","50","20","95","64","70","45","81","80"
"12","1281","Brunnslyckan","Demensboende","","","40% - 60%","0","100","43","40","27","92","80","79","57","80","71","73","63","45","93","67","93","93","69","54","20","100","60","80","53","85","87"
"12","1281","Fäladshöjden","","","","60% - 80%","100","0","25","29","13","57","70","57","38","63","50","48","41","76","91","67","86","70","47","39","26","59","47","78","22","61","78"
"12","1281","Fäladshöjden","Demensboende","","","40% - 60%","100","0","20","20","30","x","56","56","50","60","75","33","x","63","100","x","89","67","25","20","11","67","43","78","20","56","78"
"12","1281","Fäladshöjden","Äldreboende","","","60% - 80%","100","0","29","36","0","60","79","57","31","64","36","58","50","85","86","58","85","71","67","54","36","54","50","79","23","67","79"
"12","1281","Fästan","","","","40% - 60%","0","100","23","45","18","94","83","65","85","85","85","75","40","47","95","81","95","85","43","79","33","84","76","90","41","93","90"
"12","1281","Fästan","Demensboende","","","40% - 60%","0","100","22","44","17","93","79","63","81","81","81","69","42","36","93","75","94","88","33","73","36","80","77","88","39","91","88"
"12","1281","Linegården","","","","60% - 80%","0","100","23","52","12","83","75","65","92","69","57","64","37","48","92","62","92","88","63","71","52","58","47","65","28","89","79"
"12","1281","Linegården","Demensboende","","","60% - 80%","0","100","22","53","17","92","71","76","94","83","63","67","46","50","100","57","94","89","75","71","57","62","40","73","24","93","88"
"12","1281","Linegården","Äldreboende","","","40% - 60%","0","100","25","50","0","x","86","x","86","38","43","57","x","43","71","71","86","86","43","71","43","x","x","50","38","x","63"
"12","1281","Linelyckan","","","","40% - 60%","0","100","15","15","30","82","78","67","83","67","38","68","36","33","95","72","85","78","65","61","16","100","69","85","45","79","82"
"12","1281","Linelyckan","Demensboende","","","40% - 60%","0","100","11","11","33","x","75","50","75","43","x","63","x","14","89","75","67","63","38","38","0","x","x","78","22","75","63"
"12","1281","Linelyckan","Äldreboende","","","40% - 60%","0","100","18","18","27","x","80","80","90","82","43","73","44","50","100","70","100","90","89","80","30","100","75","91","64","x","100"
"12","1281","Mårtenslund","","","","40% - 60%","0","100","34","34","7","71","62","60","19","57","57","69","54","52","93","78","81","86","68","52","32","75","58","86","46","81","75"
"12","1281","Mårtenslund","Äldreboende Vån 2","","","40% - 60%","0","100","20","33","7","93","73","75","15","53","67","93","60","64","100","86","93","100","85","58","33","80","69","93","57","100","100"
"12","1281","Mårtenslund","Äldreboende Vån 3","","","40% - 60%","0","100","50","36","7","40","50","46","23","62","46","43","45","38","86","69","67","71","44","46","31","69","45","79","36","64","50"
"12","1281","Nibblegården","","","","60% - 80%","100","0","38","38","13","67","69","40","47","63","53","40","27","38","75","79","75","53","60","75","31","47","36","60","44","50","63"
"12","1281","Nibblegården","Äldreboende","","","60% - 80%","100","0","38","38","13","67","69","40","47","63","53","40","27","38","75","79","75","53","60","75","31","47","36","60","44","50","63"
"12","1281","Norrdala","","","","40% - 60%","0","100","38","29","10","69","75","83","60","81","75","76","60","68","95","84","95","90","56","67","44","67","40","85","38","88","84"
"12","1281","Norrdala","Demensboende","","","40% - 60%","0","100","42","33","17","78","64","80","75","92","82","83","75","64","92","90","90","82","67","80","56","80","44","91","58","90","90"
"12","1281","Norrdala","Äldreboende","","","40% - 60%","0","100","33","22","0","57","89","88","38","67","67","67","43","75","100","78","100","100","43","50","33","50","x","78","11","x","78"
"12","1281","Papegojelyckan","","","","40% - 60%","0","100","17","8","33","x","64","58","75","73","64","83","57","67","100","80","82","92","25","83","11","70","75","80","50","x","60"
"12","1281","Papegojelyckan","Demensboende","","","40% - 60%","0","100","25","13","38","x","71","63","75","71","71","88","x","x","100","x","86","100","x","88","x","x","x","75","50","x","63"
"12","1281","Reimersdal","","","","40% - 60%","0","100","33","47","11","73","67","53","56","63","59","72","29","44","89","71","89","83","40","50","33","89","93","89","53","78","68"
"12","1281","Reimersdal","Demensboende","","","40% - 60%","0","100","36","33","17","75","73","58","67","67","64","73","25","50","92","80","82","82","44","50","33","83","90","83","58","73","67"
"12","1281","Reimersdal","Äldreboende","","","20% - 40%","0","100","29","71","0","x","57","43","x","57","x","71","x","x","86","57","100","86","x","x","x","x","x","100","43","86","71"
"12","1281","Ribbingska","","","","60% - 80%","0","100","28","44","19","85","77","70","75","67","62","71","27","55","92","78","88","76","56","57","38","79","57","88","42","85","76"
"12","1281","Ribbingska","Demensboende","","","40% - 60%","0","100","15","31","29","90","82","70","75","58","50","75","x","56","92","71","83","77","63","58","18","83","55","92","29","82","69"
"12","1281","Ribbingska","Äldreboende","","","60% - 80%","0","100","42","58","8","80","73","70","75","75","73","67","22","55","92","82","92","75","50","55","60","75","58","83","58","89","83"
"12","1281","Solbacken","","","","40% - 60%","100","0","37","58","26","80","88","76","88","74","68","71","36","67","84","78","79","84","67","72","44","94","88","72","59","88","78"
"12","1281","Solbacken","Demensboende","","","20% - 40%","100","0","45","73","45","89","100","80","80","82","82","78","57","80","91","80","91","91","90","70","56","100","90","80","60","100","82"
"12","1281","Solbacken","Äldreboende","","","60% - 80%","100","0","25","38","0","x","71","71","100","63","50","63","14","50","75","75","63","75","38","75","29","88","86","63","57","71","71"
"12","1281","Solhem","","","","40% - 60%","0","100","27","36","18","82","78","64","50","90","73","64","67","80","91","89","80","91","78","55","27","55","80","82","64","91","82"
"12","1281","Solhem","Äldreboende","","","40% - 60%","0","100","30","40","20","80","75","60","56","89","70","60","63","78","90","88","78","90","75","60","30","60","78","80","70","90","80"
"12","1281","Vevrehemmet","","","","60% - 80%","0","100","26","42","11","95","78","68","56","68","68","83","54","80","84","83","89","84","47","74","69","88","75","95","32","79","79"
"12","1281","Vevrehemmet","Demensboende","","","40% - 60%","0","100","14","57","14","100","x","71","x","71","71","x","x","x","86","x","86","71","x","71","x","x","x","100","29","x","86"
"12","1281","Vevrehemmet","Äldreboende","","","60% - 80%","0","100","33","33","8","92","67","67","58","67","67","83","55","92","83","83","92","92","36","75","67","100","83","92","33","75","75"
"12","1281","Värpinge","","","","40% - 60%","0","100","20","34","3","83","66","47","56","66","54","61","39","62","87","75","76","80","55","69","32","74","50","73","43","78","79"
"12","1281","Värpinge","Äldreboende","","","40% - 60%","0","100","24","32","4","85","72","48","61","68","57","58","43","68","88","80","84","84","57","76","36","71","43","72","36","79","80"
"12","1281","Ärtan","","","","40% - 60%","100","0","13","57","0","86","75","38","25","75","63","57","43","57","x","x","86","100","43","29","x","71","29","100","63","57","86"
"12","1281","Ärtan","Demensboende","","","40% - 60%","100","0","13","57","0","86","75","38","25","75","63","57","43","57","x","x","86","100","43","29","x","71","29","100","63","57","86"
"12","1281","Österbo","","","","60% - 80%","100","0","44","37","29","89","75","62","29","89","84","92","60","69","100","95","85","93","82","56","21","96","84","96","61","95","89"
"12","1281","Österbo","Demensboende","","","60% - 80%","100","0","44","37","29","89","75","62","29","89","84","92","60","69","100","95","85","93","82","56","21","96","84","96","61","95","89"
"12","1282","Segergatans Äbo","","","","60% - 80%","100","0","48","50","19","92","78","85","70","73","84","85","67","85","96","96","96","92","76","81","38","79","48","89","65","100","89"
"12","1282","Segergatans Äbo","Våning 2","","","80% - 100%","100","0","0","43","0","x","57","86","x","71","x","86","x","x","100","x","86","86","x","x","x","71","x","71","57","x","86"
"12","1282","Segergatans Äbo","Våning 3","","","80% - 100%","100","0","56","33","38","100","89","89","86","89","89","89","88","100","89","100","100","89","89","89","56","86","x","89","75","x","89"
"12","1282","Segergatans Äbo","Våning 4","","","60% - 80%","100","0","78","88","11","88","89","89","25","63","88","89","71","88","100","89","100","100","63","89","25","75","43","100","67","x","100"
"12","1282","Särskilt boende Föreningsgatan","","","","40% - 60%","0","100","13","43","7","79","71","73","43","73","73","73","43","31","87","60","87","86","79","43","27","62","62","73","40","100","80"
"12","1282","Särskilt boende Kassakroken","","","","40% - 60%","0","100","10","30","5","63","75","53","74","42","56","74","41","53","95","68","80","67","75","65","10","53","40","80","48","73","70"
"12","1282","Särskilt boende Rönngården","","","","40% - 60%","0","100","24","29","12","88","82","67","94","65","63","71","31","41","94","67","88","88","69","71","63","60","50","82","59","100","82"
"12","1282","Särskilt boende Skiftesvägen 2A","","","","40% - 60%","0","100","19","13","13","50","64","50","57","56","47","63","50","29","87","57","87","69","69","56","14","36","42","71","60","67","69"
"12","1282","Särskilt boende Skiftesvägen 2A","Våning 1","","","80% - 100%","0","100","18","18","18","50","64","40","73","55","50","73","x","11","82","50","91","82","78","64","18","40","50","80","70","90","82"
"12","1282","Särskilt boende Skiftesvägen 2B","","","","40% - 60%","0","100","47","43","27","x","85","85","70","93","100","85","57","77","100","77","85","86","73","67","46","100","82","93","31","100","100"
"12","1282","Särskilt boende Skiftesvägen 2B","Våning 1","","","60% - 80%","0","100","63","43","38","x","86","86","x","88","x","75","x","86","100","86","86","88","x","71","43","100","86","100","38","x","100"
"12","1282","Särskilt boende Skiftesvägen 2B","Våning 2","","","40% - 60%","0","100","29","43","14","x","x","x","x","x","x","x","x","x","100","x","x","x","x","x","x","x","x","x","x","x","x"
"12","1282","Särskilt boende Solbacken","","","","60% - 80%","0","100","27","29","9","100","86","84","75","73","65","91","67","60","100","90","90","95","76","68","28","82","72","91","55","100","86"
"12","1282","Särskilt boende Solbacken","Våning 1&2","","","60% - 80%","0","100","40","40","10","100","70","67","78","60","50","90","63","38","100","90","89","100","75","57","33","78","67","90","60","x","70"
"12","1282","Särskilt boende Solbacken","Våning 3&4","","","60% - 80%","0","100","17","18","8","100","100","100","73","83","86","92","71","86","100","91","91","91","78","75","22","88","78","92","50","100","100"
"12","1282","Särskilt boende Suellsgatan","","","","40% - 60%","0","100","14","27","14","100","88","68","53","82","88","80","58","64","100","93","90","95","93","67","29","83","75","100","55","100","90"
"12","1282","Särskilt boende Suellsgatan","Våning 3","","","80% - 100%","0","100","14","29","29","x","x","71","43","x","x","x","x","x","x","x","86","100","x","86","x","x","x","x","86","x","100"
"12","1282","Särskilt boende Södra Långgatan","","","","40% - 60%","0","100","32","55","18","88","90","68","55","67","80","76","61","67","100","74","91","95","59","75","50","53","40","95","47","100","90"
"12","1282","Särskilt boende Södra Långgatan","Våning 3","","","60% - 80%","0","100","29","43","14","x","100","100","71","57","100","86","x","x","100","71","86","100","x","86","x","57","43","x","57","x","100"
"12","1283","Kungshult","","","","40% - 60%","0","100","22","42","19","92","76","74","94","76","68","89","67","61","97","87","97","94","86","76","53","82","61","91","54","100","97"
"12","1283","Kungshult","VÅNING 0","","","40% - 60%","0","100","20","20","30","x","100","78","100","78","67","89","x","43","100","78","89","89","88","75","38","x","57","89","70","x","100"
"12","1283","Kungshult","VÅNING 1","","","40% - 60%","0","100","17","58","0","71","58","58","100","73","73","92","x","58","92","90","100","100","78","75","45","90","63","90","27","100","100"
"12","1283","Kungshult","VÅNING 2","","","60% - 80%","0","100","29","43","29","100","79","86","86","77","64","86","75","75","100","91","100","92","92","77","69","83","63","93","64","x","92"
"12","1283","Omsorg i Helsingborg","","","","40% - 60%","35","65","26","41","17","75","71","50","71","63","51","53","31","46","88","70","81","74","42","51","36","67","51","70","41","77","68"
"12","1283","Omsorg i Helsingborg","Bergalid","","","40% - 60%","100","0","17","21","17","54","50","25","59","43","43","21","13","17","82","38","61","54","5","36","21","48","35","44","34","70","43"
"12","1283","Omsorg i Helsingborg","Bergalid","VÅNING 1","","40% - 60%","100","0","10","30","20","67","50","40","70","11","20","10","11","10","70","30","56","60","11","40","33","44","43","40","40","86","40"
"12","1283","Omsorg i Helsingborg","Bergalid","VÅNING 2","","40% - 60%","100","0","30","20","10","33","22","0","30","50","56","40","0","x","78","44","40","33","0","13","0","x","x","25","30","63","30"
"12","1283","Omsorg i Helsingborg","Bergalid","VÅNING 3","","40% - 60%","100","0","11","11","22","63","78","38","78","67","56","11","29","33","100","43","89","67","x","57","33","63","29","71","33","63","63"
"12","1283","Omsorg i Helsingborg","Bokliden","","","40% - 60%","0","100","28","50","22","67","88","65","65","94","76","67","43","60","94","73","88","76","60","81","47","93","79","82","56","91","89"
"12","1283","Omsorg i Helsingborg","Bokliden","FLYGEL 1 - 6","","40% - 60%","0","100","28","50","22","67","88","65","65","94","76","67","43","60","94","73","88","76","60","81","47","93","79","82","56","91","89"
"12","1283","Omsorg i Helsingborg","Borgvalla","","","40% - 60%","0","100","11","65","28","67","88","69","60","82","71","53","38","63","94","60","88","83","47","47","47","71","46","73","33","87","72"
"12","1283","Omsorg i Helsingborg","Dunkerska huset","","","40% - 60%","0","100","32","47","16","100","58","39","88","53","28","56","19","19","84","47","78","67","27","53","19","61","50","47","37","57","41"
"12","1283","Omsorg i Helsingborg","Dunkerska huset","BLÅ FLYGEL","","40% - 60%","0","100","14","29","0","x","71","x","x","71","x","x","x","14","86","x","x","x","x","71","x","86","x","43","29","x","43"
"12","1283","Omsorg i Helsingborg","Dunkerska huset","GRÖN FLYGEL","","60% - 80%","0","100","42","58","25","100","50","25","82","42","25","58","20","22","83","56","75","50","11","40","20","45","38","50","42","44","40"
"12","1283","Omsorg i Helsingborg","Elinebo","","","40% - 60%","0","100","19","26","11","86","81","56","74","70","52","54","16","43","93","89","85","74","27","40","35","72","32","72","36","70","74"
"12","1283","Omsorg i Helsingborg","Fullriggaren","","","40% - 60%","0","100","46","40","23","96","88","52","92","72","52","65","33","68","81","76","84","85","47","60","38","68","58","73","62","87","77"
"12","1283","Omsorg i Helsingborg","Fullriggaren","FLYGEL 5","","60% - 80%","0","100","43","x","14","x","86","x","86","71","29","43","14","57","71","71","x","57","x","43","43","x","x","29","57","71","43"
"12","1283","Omsorg i Helsingborg","Jordbodalen","","","40% - 60%","100","0","27","34","16","53","68","67","62","69","54","56","37","56","88","70","78","76","45","43","29","67","47","68","43","87","78"
"12","1283","Omsorg i Helsingborg","Jordbodalen","VÅNING 1 A","","60% - 80%","100","0","30","30","20","63","89","63","29","89","78","44","30","50","100","56","100","89","44","33","30","88","63","67","30","100","100"
"12","1283","Omsorg i Helsingborg","Jordbodalen","VÅNING 4 B","","60% - 80%","100","0","25","25","25","x","50","x","86","63","57","38","25","50","75","50","75","75","57","43","25","57","x","50","38","x","75"
"12","1283","Omsorg i Helsingborg","Lundhagen","","","40% - 60%","0","100","20","33","20","73","46","38","58","64","38","46","44","42","85","64","69","83","33","50","50","75","58","82","47","91","50"
"12","1283","Omsorg i Helsingborg","Murteglet","","","40% - 60%","0","100","30","40","30","83","72","68","38","70","75","63","54","47","90","94","100","79","76","47","42","85","88","94","40","100","89"
"12","1283","Omsorg i Helsingborg","Murteglet","ENTREPLAN","","40% - 60%","0","100","25","63","25","x","50","63","43","63","63","63","57","50","75","100","100","75","75","50","50","88","x","88","38","x","88"
"12","1283","Omsorg i Helsingborg","Pålsjö Park","","","60% - 80%","100","0","23","35","12","77","81","40","77","59","54","48","27","50","84","76","73","57","48","43","54","52","45","55","32","55","57"
"12","1283","Omsorg i Helsingborg","Pålsjö Park","VÅN 1 A","","60% - 80%","100","0","14","43","25","x","75","13","88","38","x","38","14","29","86","x","57","57","x","50","x","43","43","38","38","x","43"
"12","1283","Omsorg i Helsingborg","Pålsjö Park","VÅN 1 B","","60% - 80%","100","0","25","25","25","x","88","57","86","75","71","75","x","x","88","71","86","57","x","x","38","x","x","71","13","x","75"
"12","1283","Omsorg i Helsingborg","Pålsjö Park","VÅN 2 A","","60% - 80%","100","0","x","x","0","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"12","1283","Omsorg i Helsingborg","Romares stiftelse","","","60% - 80%","0","100","36","51","8","94","83","69","88","71","53","61","43","50","97","91","92","86","52","74","45","61","48","79","47","89","83"
"12","1283","Omsorg i Helsingborg","Romares stiftelse","FLYGEL 1-4","","40% - 60%","0","100","42","42","0","91","75","58","91","58","33","58","40","45","100","100","83","92","40","67","40","60","56","83","42","100","83"
"12","1283","Omsorg i Helsingborg","Romares stiftelse","FLYGEL 7","","80% - 100%","0","100","29","43","14","100","86","71","86","71","43","43","x","86","100","86","100","86","57","71","x","57","x","71","43","x","71"
"12","1283","Omsorg i Helsingborg","Stattenahemmet","","","40% - 60%","0","100","30","54","14","56","60","38","65","50","38","56","32","41","86","55","80","85","52","43","34","72","40","83","31","76","69"
"12","1283","Omsorg i Helsingborg","Stattenahemmet","AVD 1A","","60% - 80%","0","100","36","55","18","57","50","38","43","30","25","40","20","30","70","56","78","67","25","25","50","50","40","55","27","60","55"
"12","1283","Omsorg i Helsingborg","Stattenahemmet","AVD 2A","","40% - 60%","0","100","43","43","29","x","86","57","x","71","71","x","x","x","86","x","86","86","x","x","x","x","x","x","x","x","x"
"12","1283","Omsorg i Helsingborg","Stattenahemmet","AVD 4","","40% - 60%","0","100","11","67","0","43","56","25","x","22","38","67","29","x","100","63","67","89","x","56","22","88","63","100","33","75","78"
"12","1283","Omsorg i Helsingborg","Tuvehagen","","","40% - 60%","0","100","24","31","21","78","67","37","77","64","56","60","39","59","92","79","92","69","43","72","32","83","68","79","57","83","68"
"12","1283","Omsorg i Helsingborg","Tuvehagen","FLYGEL 1","","40% - 60%","0","100","25","25","8","70","64","36","73","58","67","55","x","x","90","89","90","80","44","60","18","80","86","83","67","100","67"
"12","1283","Omsorg i Helsingborg","Tuvehagen","FLYGEL 2","","60% - 80%","0","100","30","50","40","75","60","33","75","60","22","67","29","x","88","x","90","60","25","78","40","75","57","70","44","70","50"
"12","1283","Omsorg i Helsingborg","Tuvehagen","FLYGEL 3","","40% - 60%","0","100","14","14","14","x","x","43","86","x","x","x","x","x","100","x","x","x","x","x","x","x","x","86","57","x","x"
"12","1283","Omsorg i Helsingborg","Valltorp","","","40% - 60%","100","0","17","54","8","81","61","32","68","30","29","33","9","27","79","57","74","70","18","25","29","45","44","48","26","45","43"
"12","1283","Omsorg i Helsingborg","Valltorp","FLYGEL A vån 2","","40% - 60%","100","0","33","56","11","86","75","11","44","11","11","14","0","13","78","57","56","44","0","14","22","33","x","44","11","25","11"
"12","1283","Omsorg i Helsingborg","Valltorp","FLYGEL B vån 1","","80% - 100%","100","0","11","44","11","x","56","57","100","50","33","33","11","38","67","56","75","75","x","43","11","38","43","56","33","43","44"
"12","1283","Vardaga","","","","40% - 60%","100","0","30","38","18","56","63","53","53","74","72","59","53","56","91","80","90","84","71","52","26","64","53","76","43","86","77"
"12","1283","Vardaga","Lussebäcksgården","","","40% - 60%","100","0","39","50","25","58","72","60","60","89","83","69","56","50","91","81","94","89","81","64","38","70","54","83","53","83","86"
"12","1283","Vardaga","Lussebäcksgården","VÅNING 1","","40% - 60%","100","0","22","44","22","x","56","25","44","89","78","56","x","25","89","63","89","67","57","29","50","63","57","78","44","x","78"
"12","1283","Vardaga","Lussebäcksgården","VÅNING 2","","40% - 60%","100","0","20","20","20","88","80","60","67","90","90","80","x","x","100","89","100","100","88","89","33","100","x","80","60","88","100"
"12","1283","Vardaga","Lussebäcksgården","VÅNING 3","","40% - 60%","100","0","63","50","38","x","100","88","63","100","100","71","57","x","86","x","100","100","88","63","x","57","x","86","38","x","100"
"12","1283","Vardaga","Lussebäcksgården","VÅNING 4","","40% - 60%","100","0","56","89","22","38","56","67","67","78","67","67","75","56","89","88","89","89","88","67","33","x","x","89","67","x","67"
"12","1283","Vardaga","Ragnvallagården","","","40% - 60%","100","0","17","21","8","53","48","41","39","50","55","46","50","65","91","79","83","78","53","35","10","55","50","67","29","89","62"
