"Läns-kod","Kommun-kod","Enhet, nivå 1","","","","","place holder1","place holder 2","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"4","482","Flen","Solviken","","","40-60","0","0","9","45","18","100","82","73","82","64","73","100","100","70","100","100","100","100","82","73","45","80","90","100","64","x","91"
"4","482","Sparreholm","","","","60-80","0","0","40","50","20","90","78","56","90","89","67","78","67","40","90","78","80","80","56","56","50","67","57","100","40","x","90"
"4","482","Sparreholm","Åsen äldreboende","","","60-80","0","0","40","50","20","90","78","56","90","89","67","78","67","40","90","78","80","80","56","56","50","67","57","100","40","x","90"
"4","483","Område 3","","","","40-60","0","0","23","36","12","85","62","58","88","65","61","67","51","55","94","81","83","82","52","57","28","77","51","82","47","93","78"
"4","483","Område 3","Lövåsgården","","","40-60","0","0","14","29","0","x","50","31","85","64","38","62","36","27","92","45","71","69","25","29","10","58","30","62","31","89","62"
"4","483","Område 3","Norrgläntan","","","40-60","0","0","17","25","8","100","63","55","92","67","55","67","71","78","100","89","83","73","38","67","9","73","56","80","58","100","75"
"4","483","Område 3","Strandgården","","","60-80","0","0","30","44","19","83","68","73","88","65","76","69","52","58","92","96","88","92","71","68","44","88","59","92","50","90","88"
"4","483","Område 4","","","","40-60","0","0","29","47","17","88","88","79","87","72","73","77","55","72","100","90","99","96","71","72","35","79","55","86","40","90","89"
"4","483","Område 4","Almgården","","","60-80","0","0","33","58","17","89","100","90","100","91","90","100","67","78","100","100","100","100","100","80","60","100","100","100","42","86","91"
"4","483","Område 4","Almgården","Almgården Linden Eken","","60-80","0","0","36","64","18","88","100","89","100","90","89","100","63","78","100","100","100","100","100","78","67","x","100","100","45","x","90"
"4","483","Område 4","Furuliden","","","60-80","0","0","29","43","7","86","93","72","92","59","63","54","48","50","100","84","96","96","70","59","30","76","55","77","50","90","89"
"4","483","Område 4","Furuliden","Furuliden Björken","","60-80","0","0","38","38","0","x","100","43","x","75","75","75","38","75","100","100","100","88","71","88","25","75","x","71","43","x","86"
"4","483","Område 4","Furuliden","Furuliden Kastanjen","","80-100","0","0","22","44","11","88","100","88","100","56","67","25","50","25","100","75","89","100","63","25","38","63","57","75","56","89","89"
"4","483","Område 4","Igelkottens vård- o dem.bo.","","","40-60","0","0","17","17","25","100","75","75","91","75","67","83","45","100","100","100","100","100","64","73","8","91","44","83","27","x","100"
"4","483","Område 4","Igelkottens vård- o dem.bo.","Solgläntan","","60-80","0","0","18","18","18","100","82","82","100","73","73","82","50","100","100","100","100","100","60","70","9","91","44","82","20","x","100"
"4","483","Område 4","Malmgården","","","40-60","0","0","29","x","29","x","100","86","x","57","86","86","71","86","100","x","100","100","71","100","x","57","29","100","57","x","100"
"4","483","Område 4","Yngaregården","","","40-60","0","0","56","75","22","100","89","78","100","78","89","100","75","100","100","100","100","100","100","100","38","88","57","89","13","x","89"
"4","484","Djurgården","","","","40-60","0","0","17","33","8","75","58","45","43","67","75","64","44","45","92","63","82","82","50","40","25","80","67","91","42","89","75"
"4","484","Ekebo","","","","40-60","0","0","18","36","0","88","82","73","89","67","73","73","45","82","83","56","75","91","44","58","50","75","58","75","55","86","75"
"4","484","Eskilshem Gruppboende","","","","40-60","0","0","20","33","28","69","71","52","42","79","74","64","29","50","96","76","79","91","68","36","25","77","56","78","46","87","79"
"4","484","Lagersbergsgården","","","","40-60","0","0","24","35","15","74","75","64","82","73","70","62","33","52","97","77","85","85","64","48","32","78","65","79","51","89","78"
"4","484","Lagersbergsgården","Lagersbergsgården 1 Äb D-hus","","","40-60","0","0","35","35","9","91","64","64","91","82","65","64","31","55","100","75","86","91","72","65","18","68","57","91","32","86","78"
"4","484","Lagersbergsgården","Lagersbergsgården 2","","","60-80","0","0","23","31","8","78","83","73","89","75","82","58","33","80","100","92","92","100","75","60","55","82","77","92","62","90","77"
"4","484","Lagersbergsgården","Lagersbergsgården 3","","","60-80","0","0","17","43","17","73","82","54","72","63","64","67","30","46","100","69","87","80","67","35","43","85","71","69","63","94","80"
"4","484","Lagersbergsgården","Lagersbergsgården 4 Gb A-hus","","","40-60","0","0","21","21","29","55","71","77","82","77","83","54","50","36","85","83","71","71","36","38","8","73","38","69","43","85","71"
"4","484","Marielund","","","","60-80","0","0","40","47","13","100","69","73","72","79","68","76","48","56","86","68","90","83","68","52","41","90","69","83","45","91","80"
"4","484","Marielund","Marielund Gruppboende","","","40-60","0","0","45","45","27","100","90","73","82","90","70","91","x","x","91","80","82","91","55","56","60","100","80","91","64","89","82"
"4","484","Marielund","Marielund Äldreboende","","","60-80","0","0","37","47","5","100","58","74","67","74","67","67","41","47","83","61","95","78","76","50","29","83","63","78","33","93","79"
"4","484","Måsta Äng","","","","40-60","0","0","31","29","17","65","64","56","61","65","55","59","40","58","82","63","78","76","45","42","22","86","68","82","47","83","67"
"4","484","Måsta Äng","Måsta Äng 1","","","40-60","0","0","18","29","0","62","65","47","54","44","33","50","36","58","82","63","82","76","31","31","27","81","67","71","50","91","65"
"4","484","Måsta Äng","Måsta Äng 2","","","40-60","0","0","44","28","33","69","63","65","67","83","75","69","45","58","82","64","73","75","56","53","18","92","69","94","44","75","69"
"4","484","Oxen/Sörgården","","","","40-60","0","0","15","54","8","x","45","36","38","93","75","75","63","40","100","92","77","93","45","36","25","79","69","100","50","100","92"
"4","484","Oxen/Sörgården","Oxens gruppboende","","","40-60","0","0","25","63","13","x","57","50","43","88","63","57","x","x","100","86","75","88","43","38","38","63","50","100","50","100","88"
"4","484","Solåsens Äldreboende","","","","60-80","0","0","50","43","21","57","93","71","71","57","64","92","64","85","100","93","86","100","91","86","50","79","54","100","64","82","86"
"4","484","Torshälla","","","","40-60","0","0","37","27","20","91","82","74","66","63","76","73","53","65","98","81","88","85","63","66","39","79","74","83","36","88","83"
"4","484","Torshälla","Snäckberget Spångagården demens","","","40-60","0","0","42","24","24","88","80","71","67","61","70","75","46","62","97","77","88","81","60","70","41","77","71","88","38","89","84"
"4","484","Torshälla","Spångagården Hagalund","","","60-80","0","0","13","38","0","100","88","86","63","71","x","63","x","75","100","x","88","100","71","50","x","88","86","63","29","86","75"
"4","484","Trumslagargården","","","","40-60","0","0","20","27","10","47","54","50","55","65","53","65","52","50","96","86","88","88","58","58","39","75","52","88","29","84","78"
"4","484","Trumslagargården","Trumslagargården","","","40-60","0","0","20","27","10","47","54","50","55","65","53","65","52","50","96","86","88","88","58","58","39","75","52","88","29","84","78"
"4","484","Trumslagargården","Trumslagargården","Björkgläntan Vårdboende","","60-80","0","0","0","14","29","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","29","x","x"
"4","484","Trumslagargården","Trumslagargården","Pukan Vårdboende","","40-60","0","0","43","43","14","x","x","57","43","x","43","x","57","x","x","x","x","71","x","43","43","x","x","100","x","x","x"
"4","484","Trumslagargården","Trumslagargården","Trumman Vårdboende","","60-80","0","0","29","43","0","x","43","x","x","x","x","x","x","x","100","x","x","100","x","x","x","x","x","x","29","x","x"
"4","484","Tunagården","","","","40-60","0","0","30","33","18","92","76","74","81","80","74","77","47","61","95","79","96","91","65","69","38","84","69","93","65","91","96"
"4","484","Tunagården","Tunagården 1-2, 5-6","","","40-60","0","0","31","38","25","100","93","79","71","93","75","80","56","80","100","92","100","100","77","67","43","83","89","100","81","100","100"
"4","484","Tunagården","Tunagården 3-4, 11-12","","","40-60","0","0","29","24","24","94","65","71","75","88","71","59","33","50","94","64","94","88","63","56","20","80","62","88","41","79","94"
"4","484","Tunagården","Tunagården 7-8, 9-10","","","40-60","0","0","29","38","8","87","75","74","92","65","75","88","50","61","92","82","96","87","58","79","46","88","65","92","71","94","96"
"4","484","Ärlagården","","","","40-60","0","0","43","57","29","x","63","75","71","100","86","100","29","75","100","86","88","100","x","86","63","71","x","75","50","x","100"
"4","486","Hammargården","","","","60-80","0","0","33","33","10","95","89","47","55","57","57","65","28","47","100","78","100","86","22","38","30","90","53","75","45","79","75"
"4","486","Hammargården","Domherren","","","60-80","0","0","14","43","14","x","86","x","100","86","86","100","x","71","100","x","100","100","x","86","43","86","x","100","57","x","86"
"4","486","Isabellagården","","","","40-60","0","0","35","42","16","83","61","60","70","77","68","66","38","55","91","76","90","83","75","52","32","81","72","84","61","86","74"
"4","486","Isabellagården","Isabellagården 1","","","40-60","0","0","27","40","20","79","69","93","69","80","77","75","50","57","81","79","94","75","77","53","38","73","73","88","69","75","75"
"4","486","Isabellagården","Isabellagården 2","","","60-80","0","0","50","60","20","100","80","50","89","70","60","70","29","50","100","78","90","89","71","56","44","86","71","89","56","x","80"
"4","486","Isabellagården","Isabellagården 2","Isabellagården 2 grupp 1","","80-100","0","0","71","57","29","x","71","71","x","71","71","71","x","43","100","x","86","x","x","x","x","x","x","x","x","x","86"
"4","486","Kristinagården","","","","60-80","0","0","34","49","15","92","75","66","71","70","68","66","41","58","90","76","90","88","67","55","30","84","75","82","45","91","85"
"4","486","Kristinagården","Kristinagården BV","","","60-80","0","0","38","50","0","100","88","71","100","50","75","75","x","x","100","x","100","100","100","63","29","100","x","88","50","x","100"
"4","486","Kristinagården","Kristinagården S2","","","80-100","0","0","40","30","10","100","67","38","38","60","33","40","50","50","90","70","80","70","29","40","22","89","60","78","22","100","70"
"4","486","Kristinagården","Kristinagården S3","","","80-100","0","0","20","60","10","70","60","75","71","60","67","56","40","56","80","67","80","78","x","56","40","67","56","63","20","x","78"
"4","486","Mariagården","","","","60-80","0","0","39","50","26","82","62","80","74","73","68","68","32","67","86","78","86","77","44","74","28","85","58","73","48","100","76"
"4","486","Mariagården","Mariagården grupp 4","","","80-100","0","0","71","43","43","x","x","x","x","57","x","x","x","x","71","x","86","71","x","71","29","57","43","86","29","x","71"
"4","486","Riagården","","","","40-60","0","0","38","75","25","87","94","75","92","94","82","88","67","87","100","92","100","100","79","79","60","94","83","100","69","91","94"
"4","486","Sictoniagården","","","","40-60","0","0","41","59","41","92","87","65","76","73","64","75","80","75","100","86","88","100","57","63","33","100","85","94","59","100","88"
"4","486","Sictoniagården","Sictoniagården flygel 4","","","80-100","0","0","43","57","29","86","86","71","71","71","71","71","x","86","100","86","86","100","86","71","43","100","x","100","86","x","86"
"4","486","Solvändan","","","","60-80","0","0","13","23","27","53","73","46","40","60","54","54","30","29","87","55","57","57","44","75","15","78","56","73","13","56","64"
"4","486","Solvändan","Solvändan Norra flygeln","","","60-80","0","0","25","14","25","63","88","x","x","75","x","x","x","43","88","x","71","63","x","x","x","x","x","x","13","x","86"
"4","486","Solvändan","Solvändan Södra flygeln","","","60-80","0","0","0","x","29","43","57","43","29","43","57","43","x","14","86","x","43","x","x","x","14","x","x","x","14","x","43"
"4","486","Thomasgården","","","","60-80","0","0","39","57","13","88","76","59","47","73","61","65","48","47","86","53","86","90","53","33","41","65","50","87","27","80","73"
"4","486","Thomasgården","Björken","","","60-80","0","0","38","63","0","x","86","50","x","71","38","63","38","43","100","63","100","100","71","38","57","x","29","88","29","86","71"
"4","488","Häradsgården","","","","80-100","0","0","39","57","13","94","86","95","95","71","71","89","63","75","100","94","90","90","82","65","60","74","44","100","68","100","86"
"4","488","Trosagården","","","","40-60","0","0","22","56","11","100","94","80","94","63","60","78","53","71","95","94","89","94","86","71","33","71","67","100","42","100","94"
"4","488","Ängsgården","","","","40-60","0","0","56","33","22","88","78","78","56","89","78","89","57","71","100","100","100","100","86","78","x","78","78","89","78","x","100"
"5","561","Björkbacken","","","","80-100","0","0","24","42","20","100","84","68","65","68","75","84","50","75","96","78","92","96","65","67","44","57","42","88","35","75","92"
"5","561","Björkbacken","Björkbacken 1","","","80-100","0","0","13","50","13","100","75","75","86","75","75","75","50","88","100","75","88","100","75","57","25","71","43","88","38","x","88"
"5","561","Björkbacken","Björkbacken 2","","","60-80","0","0","25","43","13","100","88","75","63","50","86","100","43","71","100","86","100","100","x","75","63","29","x","100","x","x","100"
"5","561","Björkbacken","Björkbacken 3","","","80-100","0","0","33","33","33","100","89","56","50","78","67","78","56","67","89","75","89","89","67","67","44","67","38","78","44","78","89"
"5","561","Koppargården","","","","40-60","0","0","33","40","20","90","50","29","29","71","53","77","40","64","93","86","93","85","79","60","47","93","73","73","69","x","77"
"5","561","Rosengården","","","","40-60","0","0","25","20","19","92","81","57","73","87","88","69","38","55","94","92","94","100","57","40","29","92","67","94","38","80","88"
"5","561","Solbacken/Ekbacken","","","","40-60","0","0","43","57","14","x","43","57","x","71","71","86","71","71","100","x","x","x","x","x","x","x","86","100","43","x","100"
"5","561","Tallbacken/Östergården","","","","40-60","0","0","29","57","14","x","57","43","57","86","86","71","x","x","100","x","x","86","57","71","29","71","x","x","43","x","71"
"5","562","Hällestad","","","","40-60","0","0","47","40","13","93","93","73","67","100","93","87","54","69","100","80","100","100","50","64","43","100","79","87","47","89","87"
"5","562","Hällestad","Hällestadgården","","","60-80","0","0","46","46","8","100","92","69","62","100","100","100","58","75","100","85","100","100","60","75","50","100","77","92","46","100","92"
"5","562","Hårstorp","","","","40-60","0","0","32","53","18","73","56","50","55","76","53","57","43","48","97","79","86","89","59","54","21","88","44","83","39","75","78"
"5","562","Hårstorp","Hårstorpsgården","","","60-80","0","0","42","67","8","44","58","58","45","75","42","64","44","64","100","91","100","100","55","58","45","89","44","100","50","x","92"
"5","562","Hårstorp","Storängsgården","","","40-60","0","0","27","46","23","86","54","46","59","76","58","54","43","40","96","74","78","83","62","52","9","88","44","76","35","70","72"
"5","562","Rejmyre","","","","40-60","0","0","17","67","8","100","73","90","80","67","75","91","64","82","100","91","100","91","70","67","36","92","75","92","50","88","83"
"5","562","Rejmyre","Berggården","","","40-60","0","0","17","67","8","100","73","90","80","67","75","91","64","82","100","91","100","91","70","67","36","92","75","92","50","88","83"
"5","562","Viggestorp","","","","60-80","0","0","27","47","13","57","47","46","17","60","36","29","45","31","80","50","73","80","31","40","40","64","54","73","20","83","57"
"5","562","Viggestorp","Betaren","","","60-80","0","0","27","47","13","57","47","46","17","60","36","29","45","31","80","50","73","80","31","40","40","64","54","73","20","83","57"
"5","562","Viggestorp","Betaren","Betaren Våning 3","","80-100","0","0","57","71","14","43","57","x","x","71","43","x","x","x","86","57","71","86","x","29","71","x","x","71","0","x","x"
"5","562","Östermalm","","","","40-60","0","0","27","67","20","100","100","77","92","82","83","92","80","82","100","91","100","92","70","93","36","100","100","93","73","100","93"
"5","562","Östermalm","Tegelbacken","","","40-60","0","0","27","67","20","100","100","77","92","82","83","92","80","82","100","91","100","92","70","93","36","100","100","93","73","100","93"
"5","563","Enskild","","","","40-60","0","0","26","53","11","100","75","63","69","87","69","72","56","65","100","75","88","100","76","65","41","75","43","88","47","100","88"
"5","563","Enskild","Vammarhöjden","","","40-60","0","0","26","53","11","100","75","63","69","87","69","72","56","65","100","75","88","100","76","65","41","75","43","88","47","100","88"
"5","563","Kommunal","","","","40-60","0","0","43","43","21","100","79","64","50","86","71","79","67","71","93","85","93","93","57","64","42","92","85","85","50","78","86"
"5","563","Kommunal","Ringgården","","","60-80","0","0","30","20","20","100","80","50","30","80","70","70","63","60","90","78","90","90","40","60","25","89","78","78","30","x","80"
"5","580","Bantorgets vårdb. ÄO","","","","60-80","0","0","27","38","22","70","84","72","67","77","77","58","30","35","88","61","89","84","48","33","33","64","26","80","27","72","77"
"5","580","Bantorgets vårdb. ÄO","Bantorget plan 4 åhem","","","60-80","0","0","43","29","14","x","86","71","57","86","71","57","x","57","100","71","86","86","x","x","43","x","x","71","14","x","71"
"5","580","Bantorgets vårdb. ÄO","Bantorget plan 5 åhem","","","80-100","0","0","14","29","14","86","100","86","86","86","100","71","43","x","86","x","100","x","57","43","29","x","x","100","29","x","100"
"5","580","Bastuplans vårdb. ÄO","","","","40-60","0","0","20","44","10","100","89","67","30","67","75","78","75","56","100","100","90","100","63","67","44","90","56","100","70","100","90"
"5","580","Berga vårdb. ÄO","","","","60-80","0","0","42","52","13","100","88","71","96","83","82","91","70","78","96","70","96","96","86","88","29","91","81","92","48","100","92"
"5","580","Berga vårdb. ÄO","Berga Kastanjen","","","60-80","0","0","57","57","14","100","100","86","100","100","100","100","x","100","100","86","100","100","100","100","29","100","86","100","x","x","100"
"5","580","Berga vårdb. ÄO","Berga Linden","","","60-80","0","0","29","x","29","100","86","86","100","71","x","100","x","71","100","x","100","100","x","100","x","100","100","100","43","x","100"
"5","580","Brushanens vårdb. ÄO","","","","60-80","0","0","29","61","29","86","61","72","71","71","81","71","47","50","94","56","82","88","69","59","59","82","63","94","59","82","76"
"5","580","Brushanens vårdb. ÄO","Brushanen Plan 3","","","60-80","0","0","14","50","25","100","50","75","88","50","75","50","57","50","100","50","75","88","63","25","38","75","63","100","75","x","63"
"5","580","Duvan vårdb. ÄO","","","","60-80","0","0","39","34","18","96","64","47","39","76","53","55","42","69","94","72","79","77","50","59","27","71","56","78","35","72","61"
"5","580","Duvan vårdb. ÄO","Duvan demens plan 5","","","40-60","0","0","33","25","0","91","36","40","18","83","58","55","50","50","100","78","80","92","33","82","33","100","80","100","36","90","75"
"5","580","Duvan vårdb. ÄO","Duvan sjukhem plan 4","","","60-80","0","0","29","29","14","100","69","38","38","69","33","29","40","50","86","75","77","57","42","33","15","77","58","58","23","56","31"
"5","580","Duvan vårdb. ÄO","Duvan åhem plan 2","","","60-80","0","0","38","42","23","90","73","50","42","67","58","54","40","85","92","69","69","75","60","69","33","50","45","75","62","71","50"
"5","580","Duvan vårdb. ÄO","Duvan åhem plan 3","","","60-80","0","0","58","42","33","100","75","58","63","83","64","91","40","83","100","67","92","90","64","50","27","60","40","83","18","x","92"
"5","580","Ekbackens vårdb. ÄO","","","","40-60","0","0","33","38","14","92","69","69","89","80","80","72","50","85","97","96","93","97","79","79","43","60","55","93","44","95","90"
"5","580","Ekbackens vårdb. ÄO","Ekbacken Hus A","","","60-80","0","0","50","63","13","x","86","86","100","88","88","88","71","71","88","86","88","86","86","100","63","71","x","86","63","x","88"
"5","580","Ekbackens vårdb. ÄO","Ekbacken Hus B","","","40-60","0","0","20","40","20","89","70","60","78","60","70","67","57","78","100","100","100","100","67","67","33","63","x","90","44","90","100"
"5","580","Ekbackens vårdb. ÄO","Ekbacken Hus C","","","40-60","0","0","33","18","10","91","58","67","92","92","83","67","30","100","100","100","91","100","83","75","36","50","55","100","30","100","83"
"5","580","Ekhult vårdb. ÄO","","","","20-40","0","0","10","20","10","44","56","50","80","70","63","63","x","86","90","x","89","90","60","80","29","78","x","90","33","90","70"
"5","580","Ekhult vårdb. ÄO","Ekhult Ekhult","","","20-40","0","0","10","20","10","44","56","50","80","70","63","63","x","86","90","x","89","90","60","80","29","78","x","90","33","90","70"
"5","580","Ekollongatans vårdboende","","","","60-80","0","0","39","43","35","71","77","81","32","96","71","80","47","52","100","83","91","86","84","60","45","75","47","82","57","85","81"
"5","580","Gammelgården vårdb. ÄO","","","","60-80","0","0","50","92","8","90","92","45","73","100","100","58","45","60","92","73","100","100","82","82","73","67","67","64","58","100","92"
"5","580","Garnisonens vårdb. ÄO","","","","40-60","0","0","15","62","8","80","75","75","50","83","73","75","56","73","100","92","83","83","50","73","45","92","70","83","31","80","75"
"5","580","Garnisonens vårdb. ÄO","Garnisonen Å-hem Bajonetten","","","60-80","0","0","22","67","11","86","78","78","56","89","89","78","57","78","100","89","89","89","57","75","63","100","71","89","33","88","78"
"5","580","Gottfridsbergs vårdb. ÄO","","","","40-60","0","0","27","21","13","86","57","64","38","79","67","64","55","60","93","77","80","87","45","73","40","73","22","87","40","100","93"
"5","580","Gröna gårdens vårdb. ÄO","","","","60-80","0","0","29","29","7","91","69","43","58","79","57","71","23","64","93","71","93","93","71","64","21","64","75","79","36","82","86"
"5","580","Gåsens vårdb. ÄO","","","","60-80","0","0","36","64","36","80","91","55","50","73","73","82","27","50","100","80","100","100","44","82","18","80","67","90","45","100","82"
"5","580","Hagalund vårdb. ÄO","","","","60-80","0","0","16","25","0","74","50","45","100","50","52","43","22","67","88","71","82","77","58","57","17","60","13","77","38","63","70"
"5","580","Hagalund vårdb. ÄO","Hagalund C","","","60-80","0","0","43","x","0","x","14","x","x","86","x","x","x","71","86","86","x","x","x","86","14","29","x","x","x","x","86"
"5","580","Hagalund vårdb. ÄO","Hagalund D","","","80-100","0","0","11","11","0","100","63","38","100","33","33","50","29","75","100","78","78","78","57","44","11","100","x","88","0","57","71"
"5","580","Järdalavägens vårdb. ÄO","","","","60-80","0","0","19","44","13","83","67","46","54","60","43","69","56","64","87","73","93","93","55","71","30","92","58","86","50","85","50"
"5","580","Kanalgården vårdb.","","","","40-60","0","0","30","70","10","100","100","60","90","90","70","90","56","89","100","100","100","100","88","75","60","89","71","100","70","x","90"
"5","580","Kastanjens vårdb. ÄO","","","","40-60","0","0","22","38","22","100","57","71","x","100","86","78","x","88","100","100","100","100","57","89","x","89","89","100","44","100","78"
"5","580","Magdalenagårdens vård- och omso","","","","60-80","0","0","44","56","28","95","83","75","63","64","65","84","71","90","100","91","92","96","74","74","33","70","44","92","48","83","91"
"5","580","Kvarnbackens vårdb. ÄO","Kvarnbacken Björken","","","60-80","0","0","38","63","25","x","71","75","57","25","75","88","86","x","100","100","86","100","x","x","43","x","x","100","57","x","x"
"5","580","Kvarnbackens vårdb. ÄO","Kvarnbacken Linden","","","60-80","0","0","44","33","22","100","78","67","56","67","50","78","x","88","100","89","100","89","71","56","11","67","x","78","75","x","78"
"5","580","Kvarnbackens vårdb. ÄO","Kvarnbacken Rönnen","","","60-80","0","0","50","75","38","86","100","86","75","100","71","88","63","86","100","x","88","100","86","88","50","63","x","100","13","x","100"
"5","580","Kärna vårdb. ÄO","","","","40-60","0","0","33","50","8","90","58","67","50","67","75","42","58","67","92","50","75","92","50","83","50","64","60","83","50","75","58"
"5","580","Landeryds vårdb. ÄO","","","","40-60","0","0","18","53","17","64","80","40","67","88","53","50","25","44","94","43","82","72","27","44","38","82","79","81","25","67","78"
"5","580","Linghem vårdb. ÄO","","","","40-60","0","0","54","42","33","92","85","75","85","85","100","85","67","69","92","77","85","100","78","85","77","83","70","92","42","89","85"
"5","580","Möjetorps vårdb. ÄO","","","","40-60","0","0","0","20","10","70","60","40","60","89","70","78","22","63","100","78","90","89","71","90","10","100","75","100","50","89","90"
"5","580","Skräddaregårdens vårdb. ÄO","","","","60-80","0","0","41","53","29","69","75","65","81","69","56","53","31","40","94","80","100","71","70","69","29","75","64","76","29","73","76"
"5","580","Skräddaregårdens vårdb. ÄO","Skräddaregårdens A demens","","","60-80","0","0","57","57","43","x","86","57","100","x","71","x","x","x","100","x","100","86","x","x","29","x","x","71","43","x","86"
"5","580","Skräddaregårdens vårdb. ÄO","Skräddaregårdens B sjukhem","","","40-60","0","0","14","43","0","x","x","57","x","43","x","29","x","14","86","71","100","43","x","43","29","57","x","71","0","57","57"
"5","580","Stiglötsgatans vårdb. ÄO","","","","60-80","0","0","21","25","13","71","72","76","67","88","77","79","47","75","96","90","92","92","74","86","27","86","67","100","46","100","91"
"5","580","Stiglötsgatans vårdb. ÄO","Stiglötsgatans A demens","","","40-60","0","0","25","13","25","57","75","88","63","100","x","75","x","x","100","x","88","88","x","86","29","71","x","100","50","100","86"
"5","580","Stiglötsgatans vårdb. ÄO","Stiglötsgatans B sjukhem","","","60-80","0","0","14","43","0","100","71","57","71","71","86","71","43","57","86","71","100","86","x","86","x","100","x","100","57","x","100"
"5","580","Stiglötsgatans vårdb. ÄO","Stiglötsgatans C å-hem","","","60-80","0","0","22","22","11","57","70","80","67","90","67","89","44","89","100","100","90","100","57","88","22","86","x","100","33","100","88"
"5","580","Valla Park vårdb. ÄO","","","","40-60","0","0","18","32","13","75","77","76","95","86","79","82","87","76","95","75","77","86","68","65","37","63","47","86","55","88","86"
"5","580","Valla Park vårdb. ÄO","Valla Park demens","","","40-60","0","0","x","x","14","71","71","x","x","86","71","86","x","x","86","x","x","x","x","x","x","x","x","x","x","x","x"
"5","580","Valla Park vårdb. ÄO","Valla Park sjukhem","","","60-80","0","0","25","44","13","77","80","80","100","86","83","80","83","69","100","67","69","80","80","71","40","57","43","80","44","82","81"
"5","580","Valthornsgatans vårdb. ÄO","","","","60-80","0","0","28","28","24","87","79","67","70","83","88","83","70","61","96","91","96","100","55","78","29","88","62","91","71","100","91"
"5","580","Valthornsgatans vårdb. ÄO","Valthornsgatans psykiatri A","","","60-80","0","0","13","13","38","x","86","71","43","86","86","86","57","86","86","x","x","x","x","x","14","86","29","86","50","x","86"
"5","580","Valthornsgatans vårdb. ÄO","Valthornsgatans å-hem B","","","60-80","0","0","29","43","14","86","71","57","86","71","86","100","71","43","100","100","100","100","57","100","29","100","x","100","71","100","86"
"5","580","Valthornsgatans vårdb. ÄO","Valthornsgatans å-hem C","","","80-100","0","0","40","30","20","90","80","70","78","90","90","70","78","56","100","89","100","100","44","60","40","80","63","89","89","100","100"
"5","580","Vasastadens vårdb. ÄO","","","","40-60","0","0","14","29","0","x","71","29","57","71","43","43","x","x","100","57","86","100","43","57","14","x","x","71","43","x","86"
"5","580","Villa Ryd vårdb. ÄO","","","","40-60","0","0","0","x","14","x","x","x","x","x","x","29","x","x","x","x","x","x","x","x","x","x","x","x","x","x","57"
"5","580","Vretalidens vårdb. ÄO","","","","40-60","0","0","22","33","22","x","56","78","89","100","75","63","x","57","89","x","88","89","43","57","x","50","29","88","22","x","78"
"5","580","Åleryds demens ÄO","","","","40-60","0","0","23","35","16","84","52","62","70","90","74","59","39","26","96","77","82","77","69","57","33","77","52","85","52","88","85"
"5","580","Åleryds demens ÄO","Åleryds demens F","","","60-80","0","0","14","29","0","x","x","x","x","x","x","43","x","x","100","x","100","100","x","x","x","x","x","x","43","x","x"
"5","580","Åleryds demens ÄO","Åleryds demens H","","","60-80","0","0","14","43","29","x","71","57","57","100","x","x","x","x","x","x","x","71","x","x","29","x","x","x","43","x","x"
"5","580","Åleryds sjukhem ÄO","","","","60-80","0","0","32","40","8","95","75","52","78","96","75","77","55","67","88","74","84","88","73","59","52","78","63","84","44","82","72"
"5","580","Åleryds sjukhem ÄO","Åleryds sjukhem M","","","80-100","0","0","43","57","14","x","57","86","86","100","75","75","57","75","88","86","100","88","86","71","57","100","x","86","43","x","86"
"5","580","Ånestad vårdb. ÄO","","","","60-80","0","0","15","38","46","83","62","58","92","54","62","92","62","83","100","77","77","77","67","92","23","100","91","100","46","100","77"
"5","580","Ånestad vårdb. ÄO","Ånestad plan 2","","","80-100","0","0","29","43","57","86","57","x","86","43","43","100","71","x","100","86","71","86","x","100","29","100","x","100","29","x","86"
"5","581","Apelgården","","","","20-40","0","0","14","29","21","50","50","25","64","77","45","77","14","33","93","70","85","93","x","55","9","60","67","79","8","88","69"
"5","581","Borgmästaregården","","","","40-60","0","0","30","48","30","92","83","77","79","77","83","90","54","65","100","88","93","97","67","66","50","76","57","100","48","92","100"
"5","581","Ekhöjden","","","","20-40","0","0","38","63","25","x","86","75","63","88","63","75","75","63","100","86","88","100","86","38","63","x","43","100","50","x","75"
"5","581","Generalen","","","","20-40","0","0","27","33","7","88","69","75","20","86","64","71","40","42","93","67","92","80","70","29","9","69","31","87","27","89","73"
"5","581","Generalen","Generalen 1","","","20-40","0","0","43","29","14","x","71","71","x","86","71","x","x","x","x","x","x","86","x","x","x","x","x","86","29","x","86"
"5","581","Generalen","Generalen 2","","","40-60","0","0","13","38","0","x","x","x","x","86","57","50","x","29","88","71","86","75","x","25","x","71","14","88","25","86","63"
"5","581","Hagaborg","","","","60-80","0","0","13","27","0","81","47","55","58","55","56","66","46","64","100","85","90","83","70","44","32","71","44","83","41","84","76"
"5","581","Hagaborg","Hagaborg 1","","","40-60","0","0","7","36","0","80","57","54","58","54","64","54","42","77","100","82","86","93","58","42","38","67","38","79","36","83","77"
