"Läns-kod","Kommun-kod","Enhet, nivå 1","","","","","place holder1","place holder 2","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F16","F17","F18","F19","F20","F21","F22","F23","F25","F27","F24"
"21","2180","Sjätte Tvärgatan 26","Sjätte Tvärgatan 26 Somatisk","","","60-80","0","0","31","44","19","79","75","67","36","77","62","53","50","60","100","71","94","67","67","46","43","81","79","81","50","71","73"
"21","2180","Sofia Magdalena","","","","40-60","0","0","26","38","13","84","71","58","65","87","72","66","48","53","92","77","89","87","70","61","47","74","57","78","41","91","89"
"21","2180","Sofia Magdalena","Sofia Magdalena Demens","","","40-60","0","0","21","26","26","77","56","59","69","94","83","79","36","59","100","83","94","94","75","71","47","75","50","72","42","94","89"
"21","2180","Sofia Magdalena","Sofia Magdalena Somatisk","","","40-60","0","0","30","50","0","89","85","58","61","80","61","53","58","47","85","71","84","80","65","53","47","74","64","83","40","87","90"
"21","2180","Solbergahemmet","","","","60-80","0","0","29","24","14","95","90","55","72","63","72","79","56","79","100","88","95","100","67","47","40","95","62","88","37","87","89"
"21","2180","Solbergahemmet","Solbergahemmet Somatisk","","","80-100","0","0","33","33","20","100","87","47","75","50","62","79","64","82","100","92","93","100","62","45","33","93","50","85","29","91","86"
"21","2180","Stigslunds äldreboende","","","","60-80","0","0","16","28","20","71","71","77","10","78","68","79","68","73","100","86","88","88","74","39","40","86","61","86","46","91","87"
"21","2180","Stigslunds äldreboende","Stigslunds äldreboende Demens","","","60-80","0","0","0","30","20","x","67","88","25","75","71","67","57","57","100","86","78","89","75","38","x","88","x","88","50","89","88"
"21","2180","Stigslunds äldreboende","Stigslunds äldreboende Somatisk","","","80-100","0","0","27","27","20","73","73","71","0","80","67","87","75","80","100","86","93","87","73","40","43","86","50","86","43","92","87"
"21","2180","Vallongården","","","","40-60","0","0","26","43","10","91","81","41","61","47","44","58","39","50","91","66","85","83","43","49","38","63","50","68","38","84","74"
"21","2180","Vallongården","Vallongården Demens","","","60-80","0","0","13","25","25","100","88","38","43","38","38","50","x","43","88","57","100","88","0","13","25","x","x","63","75","88","100"
"21","2180","Vallongården","Vallongården Somatisk","","","40-60","0","0","29","47","6","89","79","42","65","49","45","60","41","52","91","68","82","82","53","59","41","59","42","70","28","83","68"
"21","2180","Vinddraget 14","","","","40-60","0","0","18","43","18","52","60","56","22","63","46","70","37","50","85","70","81","70","50","42","32","74","53","80","30","71","77"
"21","2180","Vinddraget 14","Vinddraget 14 Demens","","","60-80","0","0","28","44","22","36","60","71","27","71","56","77","36","50","88","79","88","71","70","53","40","86","73","87","39","81","88"
"21","2180","Vinddraget 14","Vinddraget 14 Somatisk","","","40-60","0","0","0","40","10","70","60","30","13","50","30","60","38","50","80","56","70","70","x","22","20","56","25","70","11","50","60"
"21","2180","Ängslyckan","","","","60-80","0","0","40","29","13","100","92","85","58","50","75","85","73","69","93","90","86","93","62","54","62","85","75","86","20","81","79"
"21","2180","Ängslyckan","Ängslyckan Demens","","","60-80","0","0","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","0","57","x"
"21","2180","Ängslyckan","Ängslyckan Somatisk","","","60-80","0","0","44","50","0","100","100","100","75","44","78","78","100","100","100","88","100","100","88","86","67","100","100","100","38","100","100"
"21","2181","Kremlan 1-3 + 6 Äbo","","","","40-60","0","0","18","18","9","86","40","50","64","73","60","55","44","60","82","70","90","73","22","50","18","64","x","73","55","90","73"
"21","2181","Kremlan 4-5 Äbo","","","","60-80","0","0","18","18","9","100","73","36","67","22","44","64","36","50","100","100","64","73","43","33","9","64","40","82","27","86","73"
"21","2181","Kremlan demens","","","","20-40","0","0","43","57","29","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","86","29","86","x"
"21","2181","Kv Lillvik Guld Äbo","","","","40-60","0","0","14","29","0","x","71","57","71","100","x","57","57","x","100","71","100","86","43","71","x","71","x","100","43","x","86"
"21","2181","Kv Lillvik Silver","","","","40-60","0","0","27","36","18","100","64","45","56","80","56","67","50","67","100","78","78","67","x","60","10","63","25","90","60","86","70"
"21","2181","Kv Lillvik Silver","Kv Lillvik Silver Äldreboende","","","60-80","0","0","14","29","14","100","57","43","x","100","x","x","x","x","100","x","x","x","x","57","14","x","x","100","57","x","71"
"21","2181","Ovansjögården","","","","60-80","0","0","12","18","0","88","82","56","65","83","80","71","45","50","100","81","100","94","58","53","7","71","64","94","41","100","76"
"21","2181","Ovansjögården","Ovansjögården Äldreboende","","","60-80","0","0","7","14","0","86","79","53","64","80","75","64","40","50","100","79","100","93","50","46","0","67","67","93","40","100","73"
"21","2181","Solbacken demens","","","","20-40","0","0","50","13","38","x","63","50","75","75","88","57","x","38","75","x","75","71","71","x","14","88","86","100","38","x","88"
"21","2181","Solängsgården","","","","60-80","0","0","17","50","8","100","91","82","73","75","73","73","63","64","100","90","100","92","67","73","33","100","44","91","58","100","92"
"21","2181","Solängsgården","Solängsgården Äldreboende","","","60-80","0","0","13","50","0","100","86","71","86","75","63","63","x","50","100","86","100","88","57","75","38","100","x","88","38","100","88"
"21","2181","Tallen 3-8  Äbo","","","","40-60","0","0","6","38","13","100","71","33","63","69","64","80","18","46","88","46","88","80","50","31","44","71","42","73","33","91","88"
"21","2181","Ängsbacken Äbo","","","","40-60","0","0","27","32","9","94","75","58","50","75","63","60","58","68","100","84","95","80","56","50","32","89","69","80","68","94","86"
"21","2181","Åsgården","","","","40-60","0","0","42","45","25","100","91","92","80","83","83","100","38","44","100","89","100","100","56","73","45","83","82","82","42","89","83"
"21","2182","Björkbacka","","","","60-80","0","0","15","54","27","75","69","58","55","81","65","56","55","54","96","57","82","82","55","54","21","77","60","68","54","65","72"
"21","2182","Eklunda","","","","40-60","0","0","20","60","30","x","78","80","100","100","100","90","100","78","100","100","100","90","88","100","14","100","100","100","40","x","100"
"21","2182","Enriset","","","","60-80","0","0","18","24","9","89","71","60","53","62","64","69","29","45","97","93","90","84","59","53","22","69","48","88","25","88","72"
"21","2182","Forsgården","","","","60-80","0","0","29","35","6","100","82","82","71","100","94","87","64","69","100","80","94","100","81","88","25","87","64","94","41","93","94"
"21","2182","Hedbacka","","","","20-40","0","0","27","33","20","79","93","87","67","86","67","100","70","82","100","92","87","93","77","86","40","93","64","100","53","92","100"
"21","2182","Kastanjen","","","","40-60","0","0","32","37","21","88","94","81","69","83","88","88","69","69","94","94","94","100","81","83","41","88","88","94","68","100","100"
"21","2182","Linden","","","","80-100","0","0","32","32","12","95","84","77","92","68","67","76","58","78","92","87","96","83","59","63","38","79","73","88","44","100","92"
"21","2182","Åsgården","","","","40-60","0","0","16","43","19","97","66","56","55","81","67","74","39","54","97","81","100","83","27","29","27","75","68","84","36","87","88"
"21","2183","Arbrå","","","","60-80","0","0","34","24","38","92","72","67","87","77","64","68","67","62","100","86","96","92","74","52","32","83","48","92","34","95","96"
"21","2183","Arbrå","Ängslunda","","","60-80","0","0","34","24","38","92","72","67","87","77","64","68","67","62","100","86","96","92","74","52","32","83","48","92","34","95","96"
"21","2183","Bollnäs","","","","40-60","0","0","22","44","13","88","70","63","72","76","74","70","57","72","97","84","91","86","66","50","33","89","73","86","46","94","88"
"21","2183","Bollnäs","Gutenberg","","","40-60","0","0","14","41","14","76","71","50","77","65","75","59","62","76","100","80","100","86","70","59","42","95","85","95","55","94","90"
"21","2183","Bollnäs","Hamrelund","","","60-80","0","0","23","32","14","100","58","53","71","82","78","62","44","61","95","72","95","76","71","57","23","85","65","82","33","94","86"
"21","2183","Bollnäs","Karlslund","","","40-60","0","0","26","53","11","90","77","76","68","78","70","82","61","76","97","94","82","91","60","39","35","88","70","83","48","93","88"
"21","2183","Kilafors","","","","40-60","0","0","28","22","6","94","63","53","63","71","79","63","20","31","88","85","88","82","38","35","31","76","73","94","56","88","83"
"21","2183","Kilafors","Hällagården","","","40-60","0","0","28","22","6","94","63","53","63","71","79","63","20","31","88","85","88","82","38","35","31","76","73","94","56","88","83"
"21","2184","Centrala","","","","40-60","0","0","23","42","14","89","81","45","66","76","62","72","41","50","97","76","91","87","48","51","27","77","51","88","35","86","81"
"21","2184","Centrala","Fredens kulle","","","60-80","0","0","18","43","11","98","87","46","84","61","68","74","35","53","98","74","95","85","47","58","23","72","47","86","28","81","84"
"21","2184","Centrala","Fredens kulle","Fredens kulle Diamanten","","40-60","0","0","10","30","20","89","75","44","78","60","67","50","10","30","100","50","100","60","25","60","22","78","30","100","10","56","70"
"21","2184","Centrala","Fredens kulle","Fredens kulle Opalen","","40-60","0","0","27","55","0","100","100","40","75","56","67","80","33","75","100","57","90","90","36","40","10","78","50","91","27","88","82"
"21","2184","Centrala","Fredens kulle","Fredens kulle Rubinen","","60-80","0","0","15","31","8","100","82","36","91","67","75","83","44","64","92","91","92","91","64","54","17","73","64","83","42","82","83"
"21","2184","Centrala","Fredens kulle","Fredens kulle Smaragden","","60-80","0","0","20","60","20","100","90","67","90","60","60","80","56","43","100","89","100","100","63","80","44","60","44","70","30","100","100"
"21","2184","Centrala","Helenedals demensboende","","","40-60","0","0","20","13","10","89","63","56","70","90","44","90","63","x","100","75","89","100","x","63","11","100","89","90","56","100","86"
"21","2184","Centrala","Håsta äldreboende","","","60-80","0","0","17","30","17","70","77","60","71","83","71","67","50","40","96","82","86","91","53","48","25","83","47","96","48","94","83"
"21","2184","Centrala","Håsta äldreboende","Håsta äldreboende avd 3","","60-80","0","0","14","29","14","x","71","x","57","71","57","x","x","x","86","x","57","86","x","14","29","x","x","100","43","86","57"
"21","2184","Centrala","Ingsta","","","20-40","0","0","38","50","38","71","57","13","63","57","43","71","x","x","100","x","100","88","x","29","14","88","x","75","50","x","75"
"21","2184","Centrala","Tunbacka","","","40-60","0","0","31","51","10","94","84","40","41","89","59","67","42","58","95","76","89","82","50","47","39","70","47","86","29","83","78"
"21","2184","Centrala","Tunbacka","Tunbacka Plan 4","","60-80","0","0","0","20","10","71","70","11","13","78","63","38","25","38","90","57","67","78","14","11","0","67","14","78","20","x","50"
"21","2184","Centrala","Tunbacka","Tunbacka Plan 5-6","","60-80","0","0","43","57","7","100","92","45","45","93","45","85","45","62","93","75","100","79","63","80","62","77","62","85","31","91","92"
"21","2184","Centrala","Tunbacka","Tunbacka plan 2","","40-60","0","0","33","44","22","100","78","67","38","89","67","44","50","67","100","78","89","89","29","22","22","56","38","89","22","x","78"
"21","2184","Yttre","","","","40-60","0","0","27","42","17","90","68","63","75","77","77","65","45","63","95","74","93","88","67","67","33","76","62","88","47","91","82"
"21","2184","Yttre","Edsbacka","","","40-60","0","0","22","44","22","88","75","86","86","78","86","44","43","63","100","71","88","78","x","75","38","86","x","100","33","100","75"
"21","2184","Yttre","Edshammar","","","60-80","0","0","41","44","17","100","88","76","65","89","100","72","42","80","100","94","100","94","81","65","25","88","75","82","56","94","100"
"21","2184","Yttre","Edshammar","Edshammar grupp 3","","80-100","0","0","29","43","29","x","86","86","x","100","100","57","57","x","100","x","100","100","x","x","43","86","x","x","57","x","x"
"21","2184","Yttre","Forsagården","","","40-60","0","0","25","50","17","92","42","50","67","75","64","45","38","40","83","67","80","75","40","50","27","60","63","82","55","78","75"
"21","2184","Yttre","Forsagården","Forsagården avd 4","","60-80","0","0","14","43","29","86","43","29","43","71","57","57","x","x","86","x","x","71","x","43","x","x","x","86","29","x","86"
"21","2184","Yttre","Frejagården","","","40-60","0","0","38","46","21","87","50","57","83","87","85","69","46","42","93","69","86","79","73","60","36","79","79","85","64","100","86"
"21","2184","Yttre","Månsbacken","","","20-40","0","0","25","50","17","92","83","75","100","91","83","82","40","64","100","90","100","100","73","91","55","75","80","92","58","100","83"
"21","2184","Yttre","Rosenborg","","","40-60","0","0","13","75","0","57","75","43","71","100","71","75","x","x","100","x","100","100","x","100","x","86","x","x","57","x","x"
"21","2184","Yttre","Tryggebo","","","60-80","0","0","19","24","15","96","63","50","67","46","52","58","46","67","92","58","96","88","57","58","24","64","39","85","19","78","68"
"21","2184","Yttre","Tryggebo","Tryggebo plan 1","","80-100","0","0","33","22","11","89","63","88","71","56","50","67","63","75","89","63","89","88","75","38","x","63","63","78","44","71","63"
"21","2184","Yttre","Tryggebo","Tryggebo plan 3","","40-60","0","0","0","14","29","100","x","x","x","14","x","29","29","x","86","57","100","71","x","x","x","57","29","86","0","x","71"
"22","2260","Furubacken","","","","40-60","0","0","0","63","13","x","88","75","71","75","50","63","x","57","88","63","75","100","63","38","43","100","x","63","75","x","100"
"22","2260","Hallstaborg","","","","60-80","0","0","38","25","25","x","88","75","100","100","63","75","50","x","100","100","88","100","50","63","38","63","x","88","75","x","88"
"22","2260","Parkbacken","","","","40-60","0","0","20","27","7","92","57","69","8","73","86","93","31","71","100","85","100","100","69","64","15","85","67","92","53","86","86"
"22","2262","Hagalid","","","","40-60","0","0","12","29","6","100","56","64","38","50","44","53","47","44","88","57","82","71","40","35","25","82","57","88","40","88","71"
"22","2262","Hagalid","Hagalid Rönnen","","","60-80","0","0","13","38","13","x","63","63","29","71","57","75","71","63","75","x","88","75","63","38","25","75","57","88","x","88","75"
"22","2262","Merlogården","","","","40-60","0","0","50","30","30","70","100","60","57","89","70","67","14","57","89","67","89","90","25","56","29","43","x","100","60","100","70"
"22","2262","Tallnäs äldreboende","","","","40-60","0","0","0","24","12","71","67","60","38","60","47","63","54","50","94","85","76","88","36","36","40","87","47","81","29","100","75"
"22","2262","Tallnäs äldreboende","Tallnäs äldreboende Bergebo","","","40-60","0","0","0","50","13","86","75","75","43","86","x","71","x","x","100","x","75","100","x","x","x","x","50","100","25","100","88"
"22","2280","Brunnegården","","","","40-60","0","0","25","36","25","100","82","91","100","100","90","73","40","80","100","80","100","100","88","50","50","100","43","82","60","100","100"
"22","2280","Högsjögården","","","","40-60","0","0","33","53","7","77","75","80","40","80","64","93","64","58","100","85","93","100","22","43","42","87","75","100","29","93","87"
"22","2280","Koltrasten","","","","40-60","0","0","31","25","18","100","53","24","44","63","57","63","40","67","94","85","93","94","54","63","29","76","69","69","40","88","75"
"22","2280","Ugglan","","","","60-80","0","0","18","32","15","59","56","44","33","60","60","48","22","33","79","43","82","78","25","31","21","85","65","79","64","91","78"
"22","2280","Ädelhem","","","","40-60","0","0","37","53","5","100","61","41","80","67","72","78","22","50","95","59","95","79","29","60","32","79","69","84","32","82","78"
"22","2280","Älandsgården","","","","40-60","0","0","8","45","0","92","83","69","82","83","91","85","x","60","100","100","100","92","80","73","56","100","64","92","69","100","85"
"22","2281","Särskilt Boende","","","","40-60","0","0","24","33","14","75","72","63","57","80","67","69","43","59","95","75","85","87","60","54","34","78","58","85","40","90","79"
"22","2281","Särskilt Boende","Almedalen","","","40-60","0","0","33","56","11","x","75","25","56","56","50","67","38","50","88","67","78","78","71","67","44","56","29","78","22","x","78"
"22","2281","Särskilt Boende","Alnösol","","","80-100","0","0","27","36","0","88","82","73","63","80","78","90","78","78","90","88","100","100","75","43","44","100","75","90","50","89","90"
"22","2281","Särskilt Boende","Attmarhem","","","40-60","0","0","40","30","0","75","70","80","67","90","90","70","78","88","100","90","100","100","100","70","33","67","71","89","67","x","89"
"22","2281","Särskilt Boende","Bruksgården","","","40-60","0","0","20","30","20","29","78","25","20","75","x","78","x","x","100","x","67","89","38","13","40","70","57","89","50","100","89"
"22","2281","Särskilt Boende","Granbacken","","","40-60","0","0","8","33","0","38","45","38","30","67","45","36","27","25","75","36","58","75","14","67","17","50","38","50","36","90","55"
"22","2281","Särskilt Boende","Granlunda","","","40-60","0","0","20","47","13","82","79","64","36","86","64","71","40","42","93","69","92","86","50","54","50","92","50","86","36","90","77"
"22","2281","Särskilt Boende","Havssundet","","","40-60","0","0","11","13","11","x","57","44","x","x","57","89","x","x","89","x","71","78","71","56","x","88","x","78","22","88","86"
"22","2281","Särskilt Boende","Kristinelund 1-3","","","40-60","0","0","33","29","14","88","79","67","40","86","65","65","27","59","95","61","86","76","53","35","24","75","47","71","30","71","65"
"22","2281","Särskilt Boende","Kristinelund 1-3","Kristinelund Vån 1","","60-80","0","0","20","40","10","100","90","90","50","100","70","80","33","60","100","70","100","90","71","11","22","80","56","80","40","x","89"
"22","2281","Särskilt Boende","Kristinelund 1-3","Kristinelund Vån 3","","40-60","0","0","71","29","29","71","x","57","x","86","71","57","x","x","100","57","86","86","43","71","x","71","x","86","x","86","57"
"22","2281","Särskilt Boende","Kristinelund 4-5","","","20-40","0","0","40","40","20","56","78","70","14","100","75","63","x","57","100","63","89","78","56","44","44","75","63","90","30","80","78"
"22","2281","Särskilt Boende","Lindgården Aspen/Björken","","","40-60","0","0","13","40","33","64","73","64","33","93","69","73","33","50","93","82","93","93","50","29","25","92","56","73","47","92","87"
"22","2281","Särskilt Boende","Lindgården Aspen/Björken","Lindgården Aspen","","40-60","0","0","13","25","38","57","63","75","38","88","63","75","x","57","100","x","100","100","43","38","14","86","43","75","38","100","88"
"22","2281","Särskilt Boende","Lindgården Aspen/Björken","Lindgården Björken","","40-60","0","0","14","57","29","x","86","x","x","x","x","71","x","x","86","x","86","86","x","x","x","x","x","71","57","x","86"
"22","2281","Särskilt Boende","Lindgården Boken/Gran/Tall","","","20-40","0","0","17","15","15","89","58","75","69","85","85","73","50","88","100","100","85","92","73","77","40","83","50","100","25","92","83"
"22","2281","Särskilt Boende","Lindgården Pilen/Kastanjen","","","40-60","0","0","15","23","15","70","89","64","55","67","55","50","30","60","92","64","73","75","50","46","50","64","27","58","42","100","73"
"22","2281","Särskilt Boende","Lindgården Pilen/Kastanjen","Lindgården Pilen","","40-60","0","0","13","25","13","71","x","57","43","71","x","57","x","x","86","x","71","71","x","25","x","x","x","57","29","100","71"
"22","2281","Särskilt Boende","Ljustagården","","","40-60","0","0","27","29","7","45","69","50","31","67","64","60","50","75","100","83","86","80","50","33","25","64","62","93","47","91","71"
"22","2281","Särskilt Boende","Skogsbrynet 1-2","","","40-60","0","0","25","38","13","x","43","88","88","75","63","75","43","x","100","100","63","88","x","88","x","88","86","100","38","100","86"
"22","2281","Särskilt Boende","Skottsundsbacken avd 1-3","","","20-40","0","0","22","38","11","86","78","56","56","100","78","67","29","29","100","86","100","89","44","50","56","89","63","89","33","89","78"
"22","2281","Särskilt Boende","Skottsundsbacken avd 4-6","","","60-80","0","0","24","24","6","94","88","92","86","75","67","65","50","67","94","87","76","88","64","63","38","81","67","87","44","83","75"
"22","2281","Särskilt Boende","Skottsundsbacken avd 4-6","Skottsundsbacken avd 5","","60-80","0","0","13","25","13","88","100","88","100","100","100","88","x","x","100","100","100","100","75","88","50","100","x","x","43","x","100"
"22","2281","Särskilt Boende","Skottsundsbacken avd 7-8","","","40-60","0","0","27","27","18","100","56","67","70","82","70","73","29","63","91","88","70","91","75","55","33","82","56","82","60","100","90"
"22","2281","Särskilt Boende","Skottsundsbacken avd 7-8","Skottsundsbacken avd 8","","60-80","0","0","14","43","14","x","x","x","x","71","57","57","x","x","86","x","x","86","x","57","x","71","43","86","x","x","86"
"22","2281","Särskilt Boende","Solgården","","","60-80","0","0","29","38","14","83","71","58","81","70","71","75","33","71","100","80","95","100","69","65","26","83","76","100","45","92","90"
"22","2281","Särskilt Boende","Solhaga","","","40-60","0","0","21","55","14","89","63","56","67","69","52","59","42","46","97","71","83","87","58","53","33","70","52","86","53","89","80"
"22","2281","Särskilt Boende","Thulegården","","","40-60","0","0","38","13","13","x","88","63","100","100","100","71","x","57","100","x","75","100","x","88","14","88","x","86","29","86","86"
"22","2281","Särskilt Boende","Tingsta","","","40-60","0","0","25","25","14","39","75","67","71","89","50","78","50","67","100","68","100","85","72","61","26","88","62","95","32","88","60"
"22","2281","Särskilt Boende","Tunastrand","","","40-60","0","0","33","25","17","78","58","82","73","83","73","83","40","55","92","90","92","91","30","73","27","78","29","92","17","100","83"
"22","2282","Kaptenen","","","","40-60","0","0","10","45","27","89","100","80","86","50","67","60","29","57","100","78","100","90","44","36","57","60","25","90","10","86","82"
"22","2282","Kvarnbacken 1","","","","60-80","0","0","27","40","13","86","64","71","38","60","80","73","50","69","87","83","87","87","71","60","31","80","67","73","67","87","87"
"22","2282","Kvarnbacken 2","","","","40-60","0","0","17","42","8","100","70","45","38","55","55","70","45","78","100","67","100","100","45","40","27","44","38","80","36","100","82"
"22","2282","Sundbrolund 1","","","","60-80","0","0","23","31","23","100","100","92","75","92","92","100","44","50","100","100","100","100","100","83","40","89","88","100","60","100","100"
"22","2282","Sundbrolund 2","","","","40-60","0","0","17","50","0","100","83","75","44","58","83","67","82","64","100","92","100","100","75","45","17","92","92","92","0","100","92"
"22","2282","Viktoriagården 1","","","","20-40","0","0","11","44","22","67","89","78","88","100","75","78","x","71","89","71","89","89","75","57","38","75","75","78","44","75","100"
"22","2284","Arnäsgården VoO","","","","40-60","0","0","9","18","20","x","50","20","63","64","67","50","43","30","82","67","67","56","50","40","38","88","57","70","10","75","36"
"22","2284","Arnäsgården VoO","Arnäsgården VoO","","","20-40","0","0","0","29","x","x","43","x","x","57","x","x","x","x","71","57","x","x","x","x","x","x","x","x","x","x","29"
"22","2284","Bjästa Vård- och Omsorgsboende","","","","20-40","0","0","29","57","0","x","x","x","x","x","x","86","x","x","100","x","x","x","x","x","x","x","x","86","43","x","x"
"22","2284","Bjästagården servicehus","","","","40-60","0","0","41","41","29","85","71","71","71","81","88","82","46","69","94","71","100","94","85","57","53","94","73","80","41","90","81"
"22","2284","Bjästagården servicehus","Bjästagården servicehus","","","40-60","0","0","33","42","25","78","75","67","89","82","82","83","40","67","91","70","100","92","78","50","55","92","64","73","50","88","75"
"22","2284","Björkhem Vård-och Omsorgsboende","","","","40-60","0","0","18","50","9","86","90","100","64","71","x","x","x","x","88","86","100","100","x","71","38","100","x","86","30","100","100"
"22","2284","Björnaborg VoO","","","","40-60","0","0","18","25","18","80","55","75","61","86","84","86","75","60","95","80","86","95","55","55","48","95","81","95","41","87","82"
"22","2284","Björnaborg VoO","Björnaborg VoO","","","60-80","0","0","20","28","15","78","60","72","56","85","82","85","75","60","95","83","85","95","61","50","53","94","80","95","40","85","80"
"22","2284","Båtsmanstorpet VoO","","","","40-60","0","0","29","50","14","91","83","79","71","83","75","77","50","67","92","82","85","100","38","71","23","92","70","91","46","91","92"
"22","2284","Husum Vård-och omsorgsboende","","","","40-60","0","0","17","54","15","92","85","55","18","77","75","100","60","50","100","100","100","100","46","64","27","92","40","100","46","91","85"
"22","2284","Husum Vård-och omsorgsboende","Husum VoO","","","40-60","0","0","20","64","9","91","100","44","22","82","80","100","56","50","100","100","100","100","55","67","30","100","38","100","55","89","91"
"22","2284","Lejonbacken VoO","","","","40-60","0","0","11","32","26","94","63","76","20","59","53","61","33","50","100","79","78","94","36","25","28","59","53","79","37","60","72"
"22","2284","Lejonbacken VoO","Lejonbacken VoO plan 4-5","","","60-80","0","0","29","50","25","100","x","88","x","71","71","86","43","x","100","x","86","100","x","x","29","75","x","88","50","x","100"
"22","2284","Lingbo A VoO","","","","40-60","0","0","33","33","22","x","x","43","25","75","50","75","x","57","100","x","100","88","x","22","13","x","43","63","44","x","57"
"22","2284","Lingbo A VoO","Lingbo A VoO","","","60-80","0","0","38","38","25","x","x","43","29","75","50","75","x","57","100","x","100","88","x","25","14","x","43","63","50","x","57"
"22","2284","Lingbo B VoO","","","","60-80","0","0","21","25","21","80","64","64","75","62","54","86","31","46","100","91","93","86","27","50","29","75","45","93","43","92","79"
"22","2284","Lingbo B VoO","Lingbo B VoO","","","60-80","0","0","38","25","13","x","75","63","x","50","38","75","25","50","100","88","88","75","x","x","38","86","x","100","38","88","88"
"22","2284","Mogårn Vård-och Omsorgsboende","","","","20-40","0","0","13","50","25","x","88","100","100","88","100","88","x","50","100","x","100","100","x","86","x","x","x","100","25","x","100"
"22","2284","Myrtengården VoO","","","","40-60","0","0","11","44","17","88","69","67","65","76","71","61","40","33","94","80","100","82","50","38","31","88","65","89","39","88","82"
"22","2284","Prästbordet VoO","","","","40-60","0","0","0","33","0","x","75","88","56","100","88","75","71","71","100","88","100","100","x","75","14","100","71","100","44","100","89"
"22","2284","Rönnen Vård-och Omsorgsboende","","","","40-60","0","0","20","42","11","89","74","79","89","89","83","89","56","63","95","81","95","90","89","68","38","95","72","100","47","90","95"
"22","2284","Rönnen Vård-och Omsorgsboende","Rönnen VoO","","","40-60","0","0","27","47","7","93","80","86","92","93","93","93","62","77","93","93","100","93","100","73","31","93","73","100","62","93","100"
"22","2284","Sörgården VoO","","","","40-60","0","0","21","29","14","92","77","58","50","71","64","69","18","45","100","80","83","77","69","42","33","73","82","100","31","80","77"
"22","2284","Sörgården VoO","Sörgården VoO","","","60-80","0","0","27","27","9","90","80","67","56","64","55","70","13","33","100","75","78","70","70","44","30","63","75","100","27","71","70"
"22","2284","Söränget Vård-och Omsorgsboende","","","","20-40","0","0","13","50","25","57","71","63","63","57","50","50","x","57","88","43","63","75","x","50","38","63","50","75","50","x","75"
"22","2284","Valla VoO","","","","40-60","0","0","15","54","31","50","75","62","50","92","64","55","20","40","100","80","85","82","20","45","10","92","90","92","62","83","67"
"22","2284","Valla VoO","Valla VoO","","","40-60","0","0","22","67","44","50","100","67","63","89","71","57","x","x","100","71","89","71","x","38","x","88","x","89","56","88","75"
"22","2284","Örnsköldsgården VoO","","","","40-60","0","0","11","33","11","86","88","88","50","88","88","63","43","50","100","75","88","88","75","38","14","57","50","100","44","x","100"
"23","2303","Bergegården","","","","40-60","0","0","25","50","13","100","63","63","25","100","100","75","57","75","100","88","88","100","43","43","50","86","x","100","50","x","100"
"23","2303","Nipängen","","","","60-80","0","0","17","38","13","94","71","68","59","71","79","74","53","57","95","83","90","100","71","56","60","86","44","91","46","100","95"
"23","2305","Gellinergården","","","","40-60","0","0","25","33","8","91","83","100","92","83","83","50","27","27","92","55","83","83","70","73","40","58","64","67","50","90","75"
"23","2305","Gimsätra","","","","40-60","0","0","25","38","19","93","69","53","55","67","93","73","43","69","100","80","88","87","58","60","27","79","69","94","38","91","94"
"23","2305","Tallgläntan","","","","20-40","0","0","8","33","8","100","67","73","57","82","60","67","45","70","100","80","83","75","50","40","44","82","80","82","25","100","73"
"23","2309","Blomstergården","","","","40-60","0","0","19","26","29","100","76","59","63","80","78","75","30","65","90","93","75","89","38","21","16","88","57","88","16","94","76"
"23","2309","Blomstergården","Blomsterg. Klövern/Klöverängen","","","40-60","0","0","25","38","63","100","100","50","75","100","100","88","x","100","100","86","x","x","29","38","14","100","x","x","14","100","x"
"23","2309","Blomstergården","Blomstergården","","","40-60","0","0","15","18","8","100","60","67","50","67","64","67","25","40","83","100","64","83","x","9","17","78","50","80","17","90","73"
"23","2309","Hällebo","","","","40-60","0","0","13","63","13","x","88","88","88","100","100","100","x","57","88","86","100","88","88","63","x","100","86","75","75","100","100"
"23","2309","Solbacka","","","","60-80","0","0","11","30","0","100","89","11","33","89","71","70","44","13","89","86","90","80","63","14","33","100","100","78","44","86","89"
"23","2313","Brismarksgården","","","","60-80","0","0","44","44","44","100","88","67","88","89","89","78","88","78","100","89","88","100","75","56","11","78","78","100","78","x","89"
"23","2313","Granbacken","","","","40-60","0","0","29","21","14","75","57","14","10","71","64","62","33","54","93","75","71","77","40","25","15","77","58","75","36","88","77"
"23","2313","Solbacken","","","","60-80","0","0","11","33","0","100","73","75","53","76","67","82","36","55","94","91","87","100","69","31","29","100","85","100","56","88","81"
"23","2313","Tåsjögården","","","","40-60","0","0","11","44","13","x","43","57","43","63","50","50","x","57","100","x","63","86","x","x","25","x","x","75","33","x","50"
"23","2313","Älvgården","","","","40-60","0","0","8","38","15","82","54","50","25","64","57","91","64","91","100","92","86","86","42","43","38","100","79","93","43","80","71"
"23","2313","Åshamra","","","","40-60","0","0","18","47","24","100","47","59","44","82","71","88","43","63","94","81","94","88","41","59","13","88","44","88","35","92","76"
